filename;station_name;cruise_station;lat_dec_deg;lon_dec_deg;date_heure_UTC;flag_qc;comment;closest_EC_sector;EC_Press_dbar_val;tare_depth
Nunataryuk_WP4-4_STN860_I20190906_R20200109_BECU_IOP-CTD.csv;STN860;4_STN860;69.35435;-133.928;2019-09-06 15:32;1;NA;TUKTOYAKTUK A;102.06;0.0775580626533055
Nunataryuk_WP4-4_STN870_I20190906_R20200109_BECU_IOP-CTD.csv;STN870;4_STN870;69.2824;-133.97;2019-09-06 14:25;1;NA;TUKTOYAKTUK A;102.08;0.0787377140848866
Nunataryuk_WP4-4_STNR01_I20190830_R20200109_BECU_IOP-CTD.csv;STNR01;4_STNR01;68.75847;-135.87557;2019-08-30 21:01;1;NA;SHINGLE POINT A;101.87;0.06635137405328
Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv;STNR03;4_STNR03;68.39073;-135.42919;2019-08-30 22:13;1;NA;AKLAVIK A;102.47;0.101740917000727
Nunataryuk_WP4-4_STNR04_I20190831_R20200109_BECU_IOP-CTD.csv;STNR04;4_STNR04;68.26796;-135.10745;2019-08-31 16:14;1;NA;AKLAVIK A;102.28;0.0905342284007027
Nunataryuk_WP4-4_STNR05_I20190831_R20200109_BECU_IOP-CTD.csv;STNR05;4_STNR05;68.26841;-134.8287;2019-08-31 16:45;1;NA;AKLAVIK A;102.27;0.0899444026849112
Nunataryuk_WP4-4_STNR08_I20190831_R20200109_BECU_IOP-CTD.csv;STNR08;4_STNR08;68.44654;-134.50134;2019-08-31 17:35;1;NA;AKLAVIK A;102.26;0.0893545769691215
Nunataryuk_WP4-4_STNR09_I20190831_R20200109_BECU_IOP-CTD.csv;STNR09;4_STNR09;68.47021;-134.10619;2019-08-31 18:14;1;NA;INUVIK CLIMATE;101.1;0.0209347939373901
Nunataryuk_WP4-4_STNR12_I20190831_R20200109_BECU_IOP-CTD.csv;STNR12;4_STNR12;68.42476;-133.82165;2019-08-31 19:31;1;NA;INUVIK CLIMATE;101.06;0.0185754910742277
Nunataryuk_WP4-4_STNShingleTest_I20190828_R20200109_BECU_IOP-CTD.csv;STNShingleTest;4_STNShingleTest;69;-137.33333;2019-08-28 18:00;1;lat/lon not logged, set close to Shingle Point - also, set time = 12local;SHINGLE POINT A;101.28;0.031551656821625
