"DateTime"	"Time_ms"	"Pres_dbar"	"Temp"	"Sal"	"Cond"	"Chla"	"pH"	"DOconc"	"DOsat"	"flag"
"2019-04-28 19:59:47"	0	0.145889490842819	1.01556396484375	-0.00104801869019866	0.00019265701121185	0.6287841796875	7.04775667190552	14.5614761115707	102.703498840332	FALSE
"2019-04-28 19:59:48"	167	0.144937887787819	1.0162353515625	-0.000825784634798765	0.000608653062954545	1.4940185546875	6.79897212982178	14.5766996507895	102.812942504883	FALSE
"2019-04-28 19:59:48"	334	0.145861998200417	1.01614379882812	-0.00103138713166118	0.000230506440857425	1.94546508789062	6.71310520172119	14.5813574414158	102.845390319824	FALSE
"2019-04-28 19:59:48"	500	0.146397516131401	1.015380859375	-0.000966955907642841	0.000362739636329934	2.14697265625	6.68699598312378	14.5750310690908	102.798637390137	FALSE
"2019-04-28 19:59:48"	667	0.146460071206093	1.01556396484375	0	-9.10377784748562e-05	2.2445068359375	6.67397356033325	14.574609400758	102.796859741211	FALSE
"2019-04-28 19:59:48"	834	0.146133080124855	1.01547241210938	-0.000291725620627403	0.00142163434065878	2.28482055664062	6.674635887146	14.571724370624	102.77604675293	FALSE
"2019-04-28 19:59:48"	1000	0.145655378699303	1.0162353515625	-0.00104747526347637	0.00019265701121185	2.29949951171875	6.66795349121094	14.5655974810868	102.734481811523	FALSE
"2019-04-28 19:59:49"	1167	0.145268663764	1.01666259765625	-0.000659544952213764	0.000873237382620573	2.298828125	6.62914085388184	14.5675974033143	102.750076293945	FALSE
"2019-04-28 19:59:49"	1334	0.145805135369301	1.01702880859375	0	-0.00069607311161235	2.30865478515625	6.64389514923096	14.5711288992309	102.776489257812	FALSE
"2019-04-28 19:59:49"	1500	0.147024974226952	1.01681518554688	-0.000779084395617247	0.000684280123095959	2.31521606445312	6.65068292617798	14.5594003937466	102.692611694336	FALSE
"2019-04-28 19:59:49"	1667	0.14610843360424	1.016357421875	-0.000159056857228279	0.00161074171774089	2.31893920898438	6.64818286895752	14.5740283617508	102.794914245605	FALSE
"2019-04-28 19:59:49"	1834	0.145959630608559	1.01577758789062	-0.00108491536229849	6.02630025241524e-05	2.31802368164062	6.66312742233276	14.582396841394	102.851638793945	FALSE
"2019-04-28 19:59:49"	2000	0.146254390478134	1.01531982421875	0	-0.00022334601089824	2.315185546875	6.67248344421387	14.5784162464296	102.823013305664	FALSE
"2019-04-28 19:59:50"	2167	0.1459871083498	1.01571655273438	0	-0.000431317224865779	2.31298828125	6.68280410766602	14.5750777135906	102.800598144531	FALSE
"2019-04-28 19:59:50"	2334	0.14554163813591	1.01568603515625	-0.0010479330085218	0.000192624851479195	2.3133544921875	6.66424179077148	14.5771190646561	102.814178466797	FALSE
"2019-04-28 19:59:50"	2500	0.146107479929924	1.01553344726562	-0.000732809770852327	0.000759921676944941	2.32235717773438	6.68911170959473	14.5732576623526	102.786727905273	FALSE
"2019-04-28 19:59:50"	2667	0.146137818694115	1.014404296875	0	-7.2002352681011e-05	2.32562255859375	6.69467973709106	14.5697996044205	102.759628295898	FALSE
"2019-04-28 19:59:50"	2834	0.146316960453987	1.01333618164062	-0.000587918795645237	0.000986842554993927	2.32281494140625	6.65136051177979	14.5746307510338	102.790245056152	FALSE
"2019-04-28 19:59:50"	3000	0.146496087312698	1.0135498046875	0	-0.000620281440205872	2.31634521484375	6.6787576675415	14.5751298843426	102.794784545898	FALSE
"2019-04-28 19:59:51"	3167	0.146318852901459	1.01315307617188	0	-0.000790589198004454	2.32196044921875	6.62422943115234	14.5719877122327	102.771492004395	FALSE
"2019-04-28 19:59:51"	3334	0.145871475338936	1.01248168945312	0	-0.00024227422545664	2.32244873046875	6.55410718917847	14.576087707927	102.798492431641	FALSE
"2019-04-28 19:59:51"	3500	0.146048724651337	1.01315307617188	-0.000805275980383158	0.000646348635200411	2.32443237304688	6.79309225082397	14.5695856848888	102.75399017334	FALSE
"2019-04-28 19:59:51"	3667	0.146468609571457	1.01455688476562	-0.00087222084403038	0.000532904290594161	2.31719970703125	6.79602336883545	14.5732012643047	102.783447265625	FALSE
"2019-04-28 19:59:51"	3834	0.14632074534893	1.01495361328125	-0.000780553556978703	0.000684247992467135	2.31991577148438	6.46943521499634	14.5721815154456	102.777450561523	FALSE
"2019-04-28 19:59:51"	4000	0.146979480981827	1.01263427734375	-0.00100767519325018	0.000287194590782747	2.33071899414062	6.11378860473633	14.5735433345425	102.780281066895	FALSE
"2019-04-28 19:59:52"	4167	0.146653428673744	1.01055908203125	0	-0.000450224004453048	2.32046508789062	5.96690034866333	14.578595399368	102.810691833496	FALSE
"2019-04-28 19:59:52"	4334	0.146383300423622	1.01083374023438	-0.000886170193552971	0.000514051120262593	2.31851196289062	6.14248657226562	14.5738290466319	102.777244567871	FALSE
"2019-04-28 19:59:52"	4500	0.146949142217636	1.01211547851562	-0.00104284612461925	0.000211724152904935	2.3214111328125	6.30970573425293	14.5684947189384	102.743171691895	FALSE
"2019-04-28 19:59:52"	4667	0.146618351340294	1.01248168945312	-0.000927964691072702	0.000438612856669351	2.32266235351562	6.46581697463989	14.5691477307347	102.748901367188	FALSE
"2019-04-28 19:59:52"	4834	0.147392719984055	1.01190185546875	0	-0.000468981132144108	2.32080078125	6.98741769790649	14.5695036256146	102.75040435791	FALSE
"2019-04-28 19:59:52"	5000	0.146803185343742	1.01266479492188	-0.000958931632339954	0.000381849647965282	0.20050048828125	7.00460720062256	14.575622692373	102.795066833496	FALSE
