"depth.grid","Temp.smt","Sal.smt"
0.12,0.00531749363327188,0.160939167149933
0.13,0.00528559272386809,0.161258224726054
0.14,0.00511850166038606,0.161203737344769
0.15,0.00435366735220695,0.16067731542082
0.16,0.00410328773775317,0.160701143113503
0.17,0.00399685105770652,0.160787420793647
0.18,0.00387335555944016,0.160810784423831
0.19,0.00358961946932791,0.160822145235216
0.2,0.0030616201600865,0.160822020063472
0.21,0.00244999396629247,0.160926720234636
0.22,0.00167037388230643,0.161260750404
0.23,0.00116207648393493,0.161505611706661
0.24,0.00111794718262681,0.161532188172187
0.25,0.00106287285553057,0.161525084298854
0.26,0.00105204640484114,0.161466032866601
0.27,0.00107081782128497,0.161379815926809
0.28,0.00112170250725705,0.161260844958657
0.29,0.00117935560557544,0.161194865241333
0.3,0.0012065703818661,0.161230329396101
0.31,0.00126996237756267,0.161295907954278
0.32,0.00147548302442647,0.161332878255287
0.33,0.0019086314945855,0.161334119060115
0.34,0.00240587134537089,0.161319932812332
0.35,0.00274614763652145,0.161295582788815
0.36,0.00296219714070964,0.161135868394863
0.37,0.00301728253255682,0.161016704842991
0.38,0.00276092940072393,0.161251909075619
0.39,0.00201458358421268,0.161232054365028
0.4,0.0024465269228282,0.161173385848577
0.41,0.00295351655815895,0.1602252833535
0.42,0.00248776566908765,0.161881905384817
0.43,0.00222599040946149,0.160550765392819
0.44,0.000914281045331854,0.160440173974042
0.45,-0.00075642300986472,0.160866220632279
0.46,-0.00135209328075393,0.160897858928879
0.47,-0.00143776715297272,0.160883961542329
0.48,-0.00142322478629661,0.160872643884761
0.49,-0.00162093505202373,0.160907584966598
0.5,-0.00183915697973159,0.160967111785675
0.51,-0.00169775652986824,0.16095909975235
0.52,-0.00123722238193734,0.160901367624384
0.53,-0.000820031911763567,0.160881252019617
0.54,-0.000537602642607093,0.160955935422026
0.55,-0.000402345465603884,0.161006919403523
0.56,-0.000430588688214486,0.161005273229277
0.57,-0.000521940069079673,0.160981556794007
0.58,-0.000567880911709795,0.160963553197061
0.59,-0.00055214672565283,0.160952409024056
0.6,-0.000533383633150305,0.160941200928024
0.61,-0.000552275482296216,0.160932829647016
0.62,-0.000649868285482205,0.160929809894323
0.63,-0.000848304405536433,0.16092778255791
0.64,-0.00110586364970408,0.160926518747204
0.65,-0.00137017175859596,0.160928420256074
0.66,-0.0015888574070332,0.16093588801138
0.67,-0.00174294709905528,0.160948020430491
0.68,-0.00188823162537615,0.160967329406797
0.69,-0.00208567892021355,0.161000987762451
0.7,-0.0023937580796638,0.161056209832621
0.71,-0.00279355884093606,0.161135025994575
0.72,-0.00322404820129321,0.161224526087515
0.73,-0.0036334854929857,0.161309449587487
0.74,-0.00397013004826402,0.161374535970542
0.75,-0.0042095805962623,0.161412770582304
0.76,-0.00440015746755486,0.16143880033169
0.77,-0.00455121995488339,0.161455255567847
0.78,-0.00466916617438022,0.161463867014357
0.79,-0.00476039424217767,0.161466365394802
0.8,-0.00483130227440809,0.161464481432766
0.81,-0.00488937933343197,0.161459586297161
0.82,-0.00494315365839236,0.161451971520118
0.83,-0.00499591354823226,0.161442806496259
0.84,-0.00505056910103993,0.161433352773818
0.85,-0.00511003041490365,0.161424871901025
0.86,-0.00517720758791169,0.161418625426113
0.87,-0.00526618179765246,0.161419324329619
0.88,-0.00538232890881321,0.16142883517914
0.89,-0.00550654119650972,0.161441363077474
0.9,-0.00561955995763776,0.161451066132328
0.91,-0.00570212648909311,0.161452102451407
0.92,-0.00573932490855922,0.161446239721239
0.93,-0.00573774387907632,0.161437463739489
0.94,-0.00571054493417383,0.161421756503946
0.95,-0.00567089043402113,0.16139509148191
0.96,-0.00562475947947336,0.161348694139841
0.97,-0.00554388671030736,0.16126021798071
0.98,-0.00544959403418712,0.161154898923732
0.99,-0.00537285780966945,0.161065507384737
1,-0.00533337290543987,0.161010216646983
1.01,-0.00531982831872345,0.160976152258951
1.02,-0.00533061057880267,0.160965414503186
1.03,-0.00537227747048951,0.160978871491605
1.04,-0.00542144198709182,0.16101261765813
1.05,-0.0054513248629862,0.161062533122947
1.06,-0.0054653672104566,0.161141415733104
1.07,-0.00547538130822834,0.161242289978854
1.08,-0.00547876175521977,0.161340791427732
1.09,-0.00547282593421843,0.161414428442479
1.1,-0.00545511963765229,0.16148321898351
1.11,-0.00542919093065831,0.161542737685792
1.12,-0.00540008676491201,0.161570165882025
1.13,-0.00536662881589964,0.161545444608163
1.14,-0.00532676137625627,0.161485571597624
1.15,-0.00529176353837332,0.16140474936628
1.16,-0.00526803932123016,0.161289997939314
1.17,-0.00522698230943,0.161189979077761
1.18,-0.00514656446760336,0.161109788188925
1.19,-0.00510761992507992,0.161053874538124
1.2,-0.00512647923585084,0.161007855533231
1.21,-0.00513072651200507,0.161309046421417
1.22,-0.0052824408434765,0.160749965694072
1.23,-0.00512787829761862,0.161344974926889
1.24,-0.00515797213198942,0.160653026610015
1.25,-0.00519167387859768,0.160620168443937
1.26,-0.00531859062466835,0.161324305000199
1.27,-0.00551989340873368,0.161298102914233
1.28,-0.00554821035098443,0.161348542119066
1.29,-0.00553122834892782,0.161675004778053
1.3,-0.00552039317120559,0.16186343056536
1.31,-0.00551192270127748,0.161894658205551
1.32,-0.00549894092536253,0.161867069201316
1.33,-0.00547900784642679,0.161831990347691
1.34,-0.00545188219422654,0.161763759304825
1.35,-0.00543193443160659,0.16170953966762
1.36,-0.00542541528173611,0.161697411952271
1.37,-0.00542612857957981,0.16166696802215
1.38,-0.00543083247587049,0.161544884102133
1.39,-0.00544155462519458,0.16135465767837
1.4,-0.00545260622759719,0.161176806559282
1.41,-0.00545729714140301,0.161069032159596
1.42,-0.00545897798003907,0.160977178811544
1.43,-0.00546184700287027,0.160911226565312
1.44,-0.00546942819373668,0.160897557633768
1.45,-0.00548571203732647,0.16096305236721
1.46,-0.00551083893264826,0.161103890446207
1.47,-0.00553794959088363,0.161278676140154
1.48,-0.00555985792174135,0.161444560720392
1.49,-0.00556937783493021,0.161558695458257
1.5,-0.00556296311542181,0.161614526798897
1.51,-0.00554622768420728,0.161650602568129
1.52,-0.00552420136117381,0.161668025661128
1.53,-0.00550187980154937,0.161667388107976
1.54,-0.00548425866056197,0.161649281938754
1.55,-0.00547049445790771,0.1616068398152
1.56,-0.00545686520722226,0.161541976678774
1.57,-0.00544451855188958,0.161469336708153
1.58,-0.00543460330941367,0.161403566272572
1.59,-0.00542826829729851,0.161359311741271
1.6,-0.0054285490714749,0.161335320779718
1.61,-0.00543481824540906,0.161318807157788
1.62,-0.00544210942394509,0.161310082767027
1.63,-0.00544545250548947,0.161309477368664
1.64,-0.00543987738844873,0.161317320723926
1.65,-0.00542041397122937,0.16133394259404
1.66,-0.00538105218254405,0.161363002490369
1.67,-0.00532290888220065,0.161406719844129
1.68,-0.00525564247906088,0.16145725673179
1.69,-0.00518904730143547,0.161506559082172
1.7,-0.00513291767763513,0.161546572824094
1.71,-0.00509621555272151,0.16156993279314
1.72,-0.00507763036590805,0.161577646152597
1.73,-0.00506977607693506,0.161575559547653
1.74,-0.00506527917451472,0.16156949730155
1.75,-0.00505676614735923,0.16156528373753
1.76,-0.00503182017777727,0.161564756624938
1.77,-0.00499100203133561,0.161562940534411
1.78,-0.0049735990642241,0.16156725127278
1.79,-0.00494861572508002,0.161657999549641
1.8,-0.00504730262672782,0.161636117375624
1.81,-0.00550971916517316,0.161199324247847
1.82,-0.00557084852130527,0.160840715463736
1.83,-0.00522228052690643,0.160617918268659
1.84,-0.0050581387536321,0.160617649686679
