"depth.grid","Temp.smt","Sal.smt"
0.01,-0.0829714468923745,0.126049959248848
0.02,-0.0797269530006716,0.125812016159881
0.03,-0.0766156150998078,0.125550533411433
0.04,-0.0736393897641247,0.125265233538332
0.05,-0.0708004809316418,0.124955764512505
0.06,-0.0681416302632604,0.124609444720353
0.07,-0.0656743979642965,0.124222613186836
0.08,-0.0633717712260611,0.123803155365258
0.09,-0.061206737239865,0.123358956708924
0.1,-0.0591522831970191,0.12289790267114
0.11,-0.0571813962888341,0.122427878705211
0.12,-0.0552670637066209,0.121956770264442
0.13,-0.0533911611876346,0.121489999118229
0.14,-0.0517213284182576,0.120981196480843
0.15,-0.0501869896004115,0.120449238556019
0.16,-0.0485961674535001,0.119946530612176
0.17,-0.0467568846969271,0.119525477917735
0.18,-0.0445003511454957,0.119199000965471
0.19,-0.0419690055761658,0.118895915470665
0.2,-0.0392549385791119,0.11873742957798
0.21,-0.0358543629656954,0.118763596859868
0.22,-0.0325020896527808,0.118836154097297
0.23,-0.0296808685522629,0.118860018734107
0.24,-0.0266468701303653,0.118932173809777
0.25,-0.0237549733021742,0.119017077852708
0.26,-0.0214921445436302,0.119061527825729
0.27,-0.0202679663645399,0.119025251864315
0.28,-0.0199361184232625,0.118938731433724
0.29,-0.0202094069211549,0.118828430785825
0.3,-0.0208121955228061,0.118717621048558
0.31,-0.0214688478928051,0.118629573349865
0.32,-0.0219037276957409,0.118587558817686
0.33,-0.0218978941005133,0.118612714072044
0.34,-0.0217954048548805,0.118691757371834
0.35,-0.0217047529148309,0.118795310499449
0.36,-0.0216199713965614,0.118895996524921
0.37,-0.0215432610159932,0.119064098798041
0.38,-0.0214770591128053,0.119278738770766
0.39,-0.0214189645979691,0.119422284003743
0.4,-0.0213771025621321,0.119565670822821
0.41,-0.0213495652630996,0.119712115200961
0.42,-0.0213318700965464,0.119835116477372
0.43,-0.0213195344581469,0.119908173991262
0.44,-0.0213080757435759,0.11990478708184
0.45,-0.0212928483375317,0.119757975744504
0.46,-0.0212702993350609,0.119418583863718
0.47,-0.0212387891858093,0.119047137207723
0.48,-0.0211965743853951,0.118808692397064
0.49,-0.0211389402806744,0.118681705554469
0.5,-0.0210673119153123,0.118625058845657
0.51,-0.0209588313240443,0.118709752456296
0.52,-0.0208514921794523,0.118882726963357
0.53,-0.0207688370051027,0.118967796766534
0.54,-0.0207141150616607,0.118995029481441
0.55,-0.02063511434138,0.118980497844289
0.56,-0.0205075092440806,0.11897051946224
0.57,-0.0203622737789107,0.118928196398086
0.58,-0.0201701138472866,0.118816771065857
0.59,-0.0200085318457593,0.118700386985819
0.6,-0.0199600839863786,0.11860854669257
0.61,-0.020049490476036,0.118540581112812
0.62,-0.0202492346440816,0.118524275295578
0.63,-0.0204376218090363,0.118690588975979
0.64,-0.0205623221577972,0.118871597575115
0.65,-0.020431389043443,0.118948610580743
0.66,-0.0201895378370953,0.119007026131219
0.67,-0.0199582946992674,0.119005895493475
0.68,-0.0197884941878697,0.118877744040362
0.69,-0.0196336483652264,0.118652995325322
0.7,-0.019521158672112,0.118483220451554
0.71,-0.0194595718118677,0.118395905027537
0.72,-0.0194254819344393,0.118353285860174
0.73,-0.0193936629717679,0.118349222805122
0.74,-0.0193388888557948,0.118377575718039
0.75,-0.0192702632942515,0.118487844716127
0.76,-0.0192165256114048,0.118655288753949
0.77,-0.0191242190705809,0.118561431003279
0.78,-0.0190146179601419,0.118478484292442
0.79,-0.0189037346203349,0.118574993732073
0.8,-0.0188240866385234,0.118710425302816
0.81,-0.0187869407360508,0.118829073134952
0.82,-0.018791184466365,0.118932783961435
0.83,-0.0188207187117861,0.119016987108244
0.84,-0.0188594443546342,0.119077111901359
0.85,-0.0188912622772295,0.119108587666759
0.86,-0.0189001331122925,0.119106837051181
0.87,-0.0188939265620703,0.119070168914642
0.88,-0.0188710820170211,0.119018055511781
0.89,-0.0188034870542795,0.118963946530052
0.9,-0.0186766152355687,0.118886849145128
0.91,-0.0185180831070267,0.118801304137918
0.92,-0.0183577955984227,0.11872518991196
0.93,-0.0182256576395263,0.118676384870794
0.94,-0.0181476198222145,0.118667159884823
0.95,-0.0181098921181185,0.118701818408254
0.96,-0.0180956095135589,0.118744819478328
0.97,-0.0181050285369841,0.118807177879742
0.98,-0.0181151359088072,0.118843989993179
0.99,-0.0181091474308869,0.118812443598237
1,-0.0181192533820651,0.11871409603882
1.01,-0.0181374457597734,0.118588240561913
1.02,-0.0181432174535694,0.118474806822249
1.03,-0.0181160613530108,0.118413724474563
1.04,-0.0180425221201653,0.1183906209168
1.05,-0.0179257044119625,0.118375427989503
1.06,-0.0177146495151107,0.118480081421658
1.07,-0.0175446523415191,0.118640963244243
1.08,-0.0174573454696892,0.118725195835566
1.09,-0.0175951323596307,0.11853759826078
1.1,-0.0176797461491258,0.118301187839886
1.11,-0.0176356276056841,0.118109830408307
1.12,-0.0173510687531449,0.118360309453301
1.13,-0.016998946517809,0.118801070435125
1.14,-0.0169710464058936,0.118871023202479
1.15,-0.0170513662158129,0.118791308451504
1.16,-0.0171652862011456,0.11866899394087
1.17,-0.0173346862963287,0.118512201898906
1.18,-0.0173750942771576,0.118455326009313
1.19,-0.0172710262317964,0.118544471615547
1.2,-0.0171444595034642,0.118532529697514
1.21,-0.017019634189568,0.118519649825707
1.22,-0.0169536886595528,0.118495418605777
1.23,-0.0169199641196568,0.118519147054042
1.24,-0.0169649094358983,0.118707745627765
1.25,-0.0169937057347506,0.118828471342407
1.26,-0.016980256852532,0.118836564501819
