"depth.grid","Temp.smt","Sal.smt"
199.91,-0.087058470812165,-0.00484782524433632
199.92,-0.0852859662329178,-0.000815581374715021
199.93,-0.0821671701027736,-0.00181354000626574
199.94,-0.0805621398303352,-0.000764729289727998
199.95,-0.0840859044898825,-0.000835982364256437
199.96,-0.0826899670389934,-0.000465590555964042
199.97,-0.078346381714492,-0.00248953307940085
199.98,-0.077484441706065,-0.00186337199395125
199.99,-0.0764362349465423,6.51203057143472e-06
200,-0.0767165220879586,-0.00113518693120667
200.01,-0.0761896636223952,-5.27216382521944e-05
200.02,-0.0763502182149878,-0.00158906808484729
200.03,-0.0755032059995992,-0.00169914971445635
200.04,-0.0751984567957551,-0.00153628130757158
200.05,-0.0747877743689503,-0.00128631340598627
200.06,-0.0743506744875748,0.000144726136103526
200.07,-0.0748138534200257,-0.0019766847637198
200.08,-0.0742421779265728,-0.0014551351929803
200.09,-0.0739469494528949,1.66733184702207e-07
200.1,-0.0734541263370869,-0.00152509961946001
200.11,-0.0736926063279083,-0.00219748886885835
200.12,-0.0731980462860373,-0.00171706430101501
200.13,-0.0725657801990864,-0.00185195073007715
200.14,-0.0725427519668953,-0.00170341549419823
200.15,-0.07264477179403,-0.00165025512264581
200.16,-0.0721637944783742,-0.00174406713111972
200.17,-0.0719661891538022,-0.00198114888608594
200.18,-0.0722899279012514,-0.00160292740668363
200.19,-0.0723588162478378,-0.00162739347815553
200.2,-0.0715970284913197,-0.00161913479805435
200.21,-0.0718985979484526,-0.00155323228587258
200.22,-0.071625916895132,-0.00171049568308335
200.23,-0.0711633112701225,-0.00142705823714491
200.24,-0.0713500677238613,-0.00157232307522192
200.25,-0.0711508096147927,-0.0016939164228504
200.26,-0.0712085889821909,-0.00155428500543172
200.27,-0.0710899801133526,-0.00129422279874819
200.28,-0.0703707118378648,-0.00155312806547488
200.29,-0.0706986951313584,-0.00163472255406346
200.3,-0.0704116297593749,-0.00183969625984686
200.31,-0.0705608982925787,-0.00183489371188383
200.32,-0.0703689134073288,0.00013289663331073
200.33,-0.0701341966491312,-0.00168377145713027
200.34,-0.0701693993874118,-0.0016284024668284
200.35,-0.0698174744739457,-4.95658819571711e-05
200.36,-0.0698432951769666,0.000158378679511038
200.37,-0.0699858117209776,-0.00158968471868461
200.38,-0.069911804101174,-0.000790406106370353
200.39,-0.0699171350036485,-0.00172584588776861
200.4,-0.0699004460674683,-0.00144711724692319
200.41,-0.0701242918894033,-0.00170648773787201
200.42,-0.069911012161836,-0.00166358518857544
200.43,-0.0696516945358016,-0.00186973499926782
200.44,-0.0695811804650882,-0.00163124343981719
200.45,-0.0695155921730354,-0.00183072041968064
200.46,-0.0694838226298343,-0.00182135678667641
200.47,-0.0693765879680056,-0.00160891194628102
200.48,-0.0687759409464969,0.000117916113119656
200.49,-0.0686258854232689,-0.00188899252217197
200.5,-0.068452260563608,-0.00160179958151361
200.51,-0.0676990240296159,-0.00177744534960308
200.52,-0.068049021135217,-0.00139964269669692
200.53,-0.0682023223695885,-0.00158338725503886
200.54,-0.0681158567070322,-0.00149832515022609
200.55,-0.0675948071672898,-0.00133706396826655
200.56,-0.0677397910463308,-0.0014827072757047
200.57,-0.0671568117922932,-6.89555717289999e-05
200.58,-0.066694780309548,-0.00171018438659833
200.59,-0.0660682512089511,-0.00164762472458786
200.6,-0.0664589639263416,-0.00181690196485621
200.61,-0.0656653544709031,-0.00160788074457913
