"depth.grid","Temp.smt","Sal.smt"
-0.06,18.1498064362911,0.205508394831968
-0.05,18.1499356461757,0.205501088031996
-0.04,18.1500592788906,0.205493816458014
-0.03,18.150176192279,0.205486548579724
-0.02,18.1502852441842,0.205479252866825
-0.01,18.1503852924493,0.205471897789019
0,18.1504751949177,0.205464451816007
0.01,18.1505538094325,0.205456883417489
0.02,18.1506202055298,0.205449166515332
0.03,18.1506758537101,0.205441338761891
0.04,18.1507224114794,0.205433446023123
0.05,18.1507612875932,0.205425528067708
0.06,18.1507938908068,0.205417624664325
0.07,18.1508216298755,0.205409775581655
0.08,18.1508459135548,0.205402020588376
0.09,18.1508681506001,0.205394399453168
0.1,18.1508897497667,0.20538695194471
0.11,18.15091211981,0.205379717831682
0.12,18.1509366694854,0.205372736882763
0.13,18.1509648075483,0.205366048866632
0.14,18.1509979008766,0.205359692877714
0.15,18.1510152623352,0.205353346746871
0.16,18.1510036225767,0.205346785095148
0.17,18.1509700420251,0.205340104691744
0.18,18.1509215811046,0.205333402305861
0.19,18.1508653002392,0.205326774706698
0.2,18.1508082598531,0.205320318663457
0.21,18.1507575203702,0.205314130945338
0.22,18.1507201422148,0.205308308321542
0.23,18.1507031858108,0.205302947561268
0.24,18.1507137115824,0.205298145433719
0.25,18.1507485461043,0.205293624881975
0.26,18.1507774347863,0.205288255241274
0.27,18.1508013530362,0.205282205622129
0.28,18.1508243308621,0.20527576306034
0.29,18.1508503982725,0.205269214591706
0.3,18.1508835852755,0.205262847252028
0.31,18.1509279218795,0.205256948077105
0.32,18.1509874380928,0.205251804102738
0.33,18.1510661639236,0.205247702364726
0.34,18.1511681293801,0.20524492989887
0.35,18.1512973644708,0.20524377374097
0.36,18.1514754419475,0.205244892885477
0.37,18.151735637159,0.205249000000099
0.38,18.1520614913419,0.205255576350882
0.39,18.1524346707648,0.205264059979156
0.4,18.1528368416966,0.205273888926253
0.41,18.1532496704062,0.205284501233503
0.42,18.1536548231624,0.20529533494224
0.43,18.154033966234,0.205305828093793
0.44,18.1543687658898,0.205315418729494
0.45,18.1546408883987,0.205323544890675
0.46,18.1548445598149,0.205329911899518
0.47,18.1550468051909,0.205335872227839
0.48,18.1552567213088,0.205341702547626
0.49,18.1554697780742,0.205347401362368
0.5,18.1556814453924,0.205352967175553
0.51,18.155887193169,0.205358398490673
0.52,18.1560824913094,0.205363693811216
0.53,18.156262809719,0.205368851640671
0.54,18.1564236183034,0.205373870482528
0.55,18.1565603869679,0.205378748840276
0.56,18.1566685856181,0.205383485217405
0.57,18.1567436841595,0.205388078117405
0.58,18.1567826994909,0.205392922273892
0.59,18.1567888122497,0.205398758691075
0.6,18.1567657344388,0.205405392337623
0.61,18.1567171245662,0.205412596474166
0.62,18.15664664114,0.205420144361331
0.63,18.1565579426682,0.205427809259746
0.64,18.1564546876591,0.205435364430039
0.65,18.1563405346207,0.205442583132839
0.66,18.1562191420611,0.205449238628772
0.67,18.1560941684885,0.205455104178467
0.68,18.1559692724109,0.205459953042553
0.69,18.1558481123363,0.205463558481656
0.7,18.1557341790172,0.205465687532076
0.71,18.1556125522113,0.205465581246684
0.72,18.1554733143567,0.205463178866143
0.73,18.1553187269785,0.205458974881218
0.74,18.1551510516024,0.205453463782673
0.75,18.1549725497536,0.205447140061271
0.76,18.1547854829576,0.205440498207779
0.77,18.1545921127399,0.20543403271296
0.78,18.1543947006258,0.205428238067578
0.79,18.1541955081408,0.205423608762398
0.8,18.1539967968103,0.205420639288184
0.81,18.1538008281596,0.205419824135701
0.82,18.1535985286778,0.205420991919222
0.83,18.153357990734,0.205422254599479
0.84,18.1530848942619,0.20542350989252
0.85,18.1527879340838,0.205424817358638
0.86,18.1524758050222,0.205426236558127
0.87,18.1521572018993,0.205427827051283
0.88,18.1518408195374,0.205429648398398
0.89,18.1515353527589,0.205431760159767
0.9,18.1512494963861,0.205434221895685
0.91,18.1509919452413,0.205437093166445
0.92,18.1507713941469,0.205440433532341
0.93,18.1505941703379,0.205444388788261
0.94,18.1504236522357,0.205450463043752
0.95,18.1502474889907,0.205458788045328
0.96,18.1500694669541,0.205468840968503
0.97,18.1498933724771,0.205480098988789
0.98,18.1497229919108,0.205492039281699
0.99,18.1495621116065,0.205504139022746
1,18.1494145179154,0.205515875387444
1.01,18.1492839971887,0.205526725551307
1.02,18.1491743357776,0.205536166689846
1.03,18.1490893200333,0.205543675978575
1.04,18.1490363079303,0.205549743270015
1.05,18.1490236463254,0.205556671114068
1.06,18.1490457447746,0.205564331041868
1.07,18.1490963685295,0.205572451068743
1.08,18.1491692828417,0.205580759210021
1.09,18.1492582529629,0.205588983481031
1.1,18.1493570441448,0.205596851897101
1.11,18.1494594216391,0.20560409247356
1.12,18.1495591506973,0.205610433225735
1.13,18.1496499965711,0.205615602168955
1.14,18.1497257245123,0.205619327318549
1.15,18.1497800997724,0.205621336689844
1.16,18.1498069085345,0.205621357706836
1.17,18.1498365677335,0.205618261745659
1.18,18.1498945537747,0.205611741205091
1.19,18.1499722897083,0.205602612744691
1.2,18.1500611985844,0.205591693024019
1.21,18.150152703453,0.205579798702633
1.22,18.1502382273642,0.205567746440092
1.23,18.1503091933681,0.205556352895957
1.24,18.1503570245147,0.205546434729786
1.25,18.1503731438542,0.205538808601138
1.26,18.1503488243479,0.20553372601435
1.27,18.1502816297733,0.205529181017616
1.28,18.1501786793356,0.205524860897014
1.29,18.1500476358673,0.20552071393739
1.3,18.1498961622009,0.205516688423588
1.31,18.1497319211689,0.205512732640453
1.32,18.1495625756039,0.20550879487283
