"DateTime"	"Time_ms"	"Pres_dbar"	"Temp"	"Sal"	"Cond"	"Chla"	"pH"	"DOconc"	"DOsat"
2019-04-24 22:44:51	0	201.364318847656	-3.47232055664062	-0.00490757124498487	0.000362344144377857	0.40216064453125	6.03811168670654	17.2260640833807	106.689765930176
2019-04-24 22:44:52	167	201.353912353516	-3.47244262695312	0	-3.47607601725031e-05	0.95849609375	6.01178073883057	17.228676395072	106.70922088623
2019-04-24 22:44:52	334	201.364990234375	-3.47341918945312	-0.00503702089190483	0.000211652222787961	1.24334716796875	6.23125553131104	17.2294254186817	106.70694732666
2019-04-24 22:44:52	500	201.365310668945	-3.47320556640625	0	-0.000752735417336226	1.37069702148438	6.18162727355957	17.2227663790878	106.67015838623
2019-04-24 22:44:52	667	201.353591918945	-3.47335815429688	0	-0.000127947525470518	1.42739868164062	6.09494400024414	17.2264328398512	106.692375183105
2019-04-24 22:44:52	834	201.36457824707	-3.4747314453125	-0.00492509547621012	0.000344789965311065	1.45458984375	5.9709792137146	17.2293112008554	106.702095031738
2019-04-24 22:44:52	1000	201.366500854492	-3.474365234375	0	-0.000694884918630123	1.46353149414062	5.87742376327515	17.2248305391787	106.679206848145
2019-04-24 22:44:53	1167	201.360229492188	-3.47491455078125	0	-1.41365690069506e-05	1.46142578125	6.19752264022827	17.2178370364187	106.634124755859
2019-04-24 22:44:53	1334	201.360900878906	-3.47634887695312	0	-1.36125627250294e-05	1.46353149414062	6.25528717041016	17.2335399096956	106.726753234863
2019-04-24 22:44:53	1500	201.367813110352	-3.47662353515625	0	-5.14344064868055e-05	1.46234130859375	6.23031425476074	17.2278852778157	106.690849304199
2019-04-24 22:44:53	1667	201.359146118164	-3.47677612304688	0	-0.000391284644138068	1.4688720703125	6.0982084274292	17.2351704063573	106.735473632812
2019-04-24 22:44:53	1834	201.360092163086	-3.47747802734375	0	-0.000750564213376492	1.45620727539062	5.97704124450684	17.235639248037	106.736114501953
2019-04-24 22:44:53	2000	201.349960327148	-3.47738647460938	0	-0.000201715767616406	1.46237182617188	6.31893873214722	17.2272079445802	106.684196472168
2019-04-24 22:44:54	2167	201.360046386719	-3.47854614257812	-0.00465994328260422	0.000649218098260462	1.46633911132812	6.0423469543457	17.2210861249743	106.639068603516
2019-04-24 22:44:54	2334	201.349578857422	-3.47967529296875	0	-0.00112767622340471	1.47805786132812	6.19740343093872	17.2257622019633	106.667869567871
2019-04-24 22:44:54	2500	201.355987548828	-3.48092651367188	0	-1.20079075713875e-05	1.49221801757812	6.34196186065674	17.2276970398172	106.675819396973
2019-04-24 22:44:54	2667	201.357666015625	-3.4815673828125	0	-1.14731783469324e-05	1.48379516601562	6.55007457733154	17.2257695306797	106.661819458008
2019-04-24 22:44:54	2834	201.358093261719	-3.48153686523438	-0.00518647860735655	2.63449528574711e-05	1.48306274414062	6.4119291305542	17.2383207235929	106.73575592041
2019-04-24 22:44:54	3000	201.357757568359	-3.48294067382812	0	-0.000162164840730838	1.47799682617188	6.4160213470459	17.23183790853	106.694969177246
2019-04-24 22:44:55	3167	201.35595703125	-3.48245239257812	-0.00484693888574839	0.000442943972302601	1.47445678710938	6.29476881027222	17.2298770658351	106.680778503418
2019-04-24 22:44:55	3334	201.357192993164	-3.484130859375	0	-0.000237298110732809	1.47421264648438	6.32787227630615	17.2245612251941	106.64608001709
2019-04-24 22:44:55	3500	201.357696533203	-3.48504638671875	0	-0.00061549071688205	1.45480346679688	6.31569862365723	17.2254971869199	106.64892578125
2019-04-24 22:44:55	3667	201.364288330078	-3.48428344726562	0	-0.00152243953198195	1.46453857421875	6.32472372055054	17.2300353585609	106.679481506348
2019-04-24 22:44:55	3834	201.36311340332	-3.48556518554688	0	-0.000822781468741596	1.46820068359375	6.32128429412842	17.2265755022939	106.653930664062
2019-04-24 22:44:55	4000	201.353622436523	-3.4864501953125	0	-0.000973587040789425	1.47409057617188	6.23192548751831	17.2315684922236	106.681991577148
2019-04-24 22:44:56	4167	201.354385375977	-3.48834228515625	0	-0.0012950524687767	1.476318359375	6.47270154953003	17.235019380845	106.697257995605
2019-04-24 22:44:56	4334	201.357879638672	-3.4901123046875	-0.00470123253762722	0.00061532633844763	1.48135375976562	6.3587121963501	17.2426157461616	106.735061645508
2019-04-24 22:44:56	4500	201.346267700195	-3.49160766601562	0	-0.00093526643468067	1.48056030273438	6.3201379776001	17.2422966618701	106.731781005859
2019-04-24 22:44:56	4667	201.347732543945	-3.49331665039062	0	-0.000594282173551619	1.46994018554688	6.30229759216309	17.2324005863694	106.665016174316
2019-04-24 22:44:56	4834	201.345520019531	-3.49484252929688	0	-0.000537554908078164	1.471435546875	6.17753410339355	17.2348725883064	106.675399780273
2019-04-24 22:44:56	5000	201.364242553711	-3.49545288085938	0	-0.000877391139511019	0.115936279296875	6.016432762146	17.2353358446037	106.676300048828
2019-04-24 22:44:57	5167	201.364822387695	-3.49685668945312	-0.00415548216551542	0.00122157658915967	0.47564697265625	6.02245712280273	17.2406429581253	106.701515197754
2019-04-24 22:44:57	5334	201.351058959961	-3.49896240234375	0	-0.000271740223979577	0.959320068359375	6.15251779556274	17.2456067679456	106.728553771973
2019-04-24 22:44:57	5500	201.353515625	-3.50057983398438	-0.00431482680141926	0.00105193664785475	1.23849487304688	6.30136013031006	17.2402493518206	106.686958312988
2019-04-24 22:44:57	5667	201.358749389648	-3.50149536132812	-0.00499298563227057	0.000296117883408442	1.35568237304688	6.20728921890259	17.2478592901551	106.730590820312
