filename;station_name;cruise_station;lat_dec_deg;lon_dec_deg;date_heure_UTC;flag_qc;EC_Press_dbar_val;tare_depth;comment;closest_EC_sector;Temp_min;Temp_max;Sal_min;Sal_max;flag_QC
Nunataryuk_WP4-4_st140-alt-s_I20190829_R20200109_BECU_IOP-CTD.csv;STN140alt_2;4_STN140alt_2;69.01881;-137.32701;2019-08-29 21:50;1;101.66;0.0539650340216742;NA;SHINGLE POINT A;05.0;08.0;0.0;28.0;1
Nunataryuk_WP4-4_st140-alt_I20190829_R20200109_BECU_IOP-CTD.csv;STN140alt;4_STN140alt;69.02058;-137.32374;2019-08-29 15:36;1;101.69;0.0557345111690459;NA;SHINGLE POINT A;04.0;08.0;0.0;25.0;1
Nunataryuk_WP4-4_st150-alt_I20190830_R20200109_BECU_IOP-CTD.csv;STN150alt;4_STN150alt;68.98512;-137.0368;2019-08-30 16:25;1;101.87;0.06635137405328;NA;SHINGLE POINT A;08.0;08.5;0.10;0.25;1
Nunataryuk_WP4-4_st330_I20190829_R20200109_BECU_IOP-CTD.csv;STN330;4_STN330;69.20558;-137.00621;2019-08-29 18:09;1;101.68;0.0551446854532554;NA;SHINGLE POINT A;5.0;07.5;5.00;25.0;1
Nunataryuk_WP4-4_st340-alt_I20190829_R20200109_BECU_IOP-CTD.csv;STN340alt;4_STN340alt;69.15173;-136.85726;2019-08-29 16:56;1;101.68;0.0551446854532554;NA;SHINGLE POINT A;05.0;08.0;0.00;14.0;1
Nunataryuk_WP4-4_st350_I20190829_R20200109_BECU_IOP-CTD.csv;STN350;4_STN350;69.11001;-136.78836;2019-08-29 16:29;1;101.69;0.0557345111690459;NA;SHINGLE POINT A;07.0;08.0;0.00;0.20;1
Nunataryuk_WP4-4_st360_I20190830_R20200109_BECU_IOP-CTD.csv;STN360;4_STN360;68.99739;-136.47781;2019-08-30 17:16;1;101.88;0.0669411997690714;NA;SHINGLE POINT A;07.0;08.0;0.00;0.20;1
Nunataryuk_WP4-4_st370_I20190830_R20200109_BECU_IOP-CTD.csv;STN370;4_STN370;68.95336;-136.25129;2019-08-30 18:46;1;101.90;0.0681208512006535;NA;SHINGLE POINT A;07.5;08.5;0.00;0.20;1
Nunataryuk_WP4-4_st380-alt_I20190830_R20200109_BECU_IOP-CTD.csv;STN380alt;4_STN380alt;68.86289;-135.83269;2019-08-30 19:31;1;101.87;0.06635137405328;NA;SHINGLE POINT A;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_st740_I20190905_R20200109_BECU_IOP-CTD.csv;STN740;4_STN740;69.40335;-133.85;2019-09-05 22:42;1;102.00;0.0740191083585611;NA;TUKTOYAKTUK A;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_st800_I20190905_R20200109_BECU_IOP-CTD.csv;STN800;4_STN800;69.597;-133.442;2019-09-05 18:16;1;101.85;0.0651717226216988;NA;TUKTOYAKTUK A;05.0;07.5;3.00;25.0;1
Nunataryuk_WP4-4_st810_I20190905_R20200109_BECU_IOP-CTD.csv;STN810;4_STN810;69.53506;-133.415;2019-09-05 19:06;1;101.90;0.0681208512006535;NA;TUKTOYAKTUK A;05.0;08.5;0.00;23.0;1
Nunataryuk_WP4-4_st820_I20190905_R20200109_BECU_IOP-CTD.csv;STN820;4_STN820;69.48663;-133.542;2019-09-05 20:12;1;101.94;0.0704801540638167;NA;TUKTOYAKTUK A;07.0;10.5;0.00;10.0;1
Nunataryuk_WP4-4_st830_I20190905_R20200109_BECU_IOP-CTD.csv;STN830;4_STN830;69.43236;-133.656;2019-09-05 20:39;1;101.96;0.0716598054953979;NA;TUKTOYAKTUK A;09.5;10.5;0.00;0.20;1
Nunataryuk_WP4-4_st840-2_I20190906_R20200109_BECU_IOP-CTD.csv;STN840_2;4_STN840_2;69.39853;-133.81;2019-09-06 16:17;1;102.06;0.0775580626533055;NA;TUKTOYAKTUK A;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_st840_I20190905_R20200109_BECU_IOP-CTD.csv;STN840;4_STN840;69.39854;-133.809;2019-09-05 21:46;1;101.98;0.072839456926979;NA;TUKTOYAKTUK A;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_st850_I20190906_R20200109_BECU_IOP-CTD.csv;STN850;4_STN850;69.36811;-133.894;2019-09-06 15:49;1;102.06;0.0775580626533055;NA;TUKTOYAKTUK A;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_st860_I20190906_R20200109_BECU_IOP-CTD.csv;STN860;4_STN860;69.35435;-133.928;2019-09-06 15:32;1;102.06;0.0775580626533055;NA;TUKTOYAKTUK A;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_st870_I20190906_R20200109_BECU_IOP-CTD.csv;STN870;4_STN870;69.2824;-133.97;2019-09-06 14:25;1;102.08;0.0787377140848866;NA;TUKTOYAKTUK A;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_stR01_I20190830_R20200109_BECU_IOP-CTD.csv;STNR01;4_STNR01;68.75847;-135.87557;2019-08-30 21:01;1;101.87;0.06635137405328;NA;SHINGLE POINT A;7.5;9.0;0.10;0.30;1
Nunataryuk_WP4-4_stR03_I20190830_R20200109_BECU_IOP-CTD.csv;STNR03;4_STNR03;68.39073;-135.42919;2019-08-30 22:13;1;102.47;0.101740917000727;NA;AKLAVIK A;8.5;10.0;0.10;0.30;1
Nunataryuk_WP4-4_stR04_I20190831_R20200109_BECU_IOP-CTD.csv;STNR04;4_STNR04;68.26796;-135.10745;2019-08-31 16:14;1;102.28;0.0905342284007027;NA;AKLAVIK A;8.0;09.5;0.10;0.30;1
Nunataryuk_WP4-4_stR05_I20190831_R20200109_BECU_IOP-CTD.csv;STNR05;4_STNR05;68.26841;-134.8287;2019-08-31 16:45;1;102.27;0.0899444026849112;NA;AKLAVIK A;09.0;10.5;0.10;0.30;1
Nunataryuk_WP4-4_stR08_I20190831_R20200109_BECU_IOP-CTD.csv;STNR08;4_STNR08;68.44654;-134.50134;2019-08-31 17:35;1;102.26;0.0893545769691215;NA;AKLAVIK A;09.5;11.0;0.10;0.30;1
Nunataryuk_WP4-4_stR09_I20190831_R20200109_BECU_IOP-CTD.csv;STNR09;4_STNR09;68.47021;-134.10619;2019-08-31 18:14;1;101.10;0.0209347939373901;NA;INUVIK CLIMATE;10.0;11.5;0.10;0.30;1
Nunataryuk_WP4-4_stR12_I20190831_R20200109_BECU_IOP-CTD.csv;STNR12;4_STNR12;68.42476;-133.82165;2019-08-31 19:31;1;101.06;0.0185754910742277;NA;INUVIK CLIMATE;09.5;11.0;0.10;0.30;1
Nunataryuk_WP4-4_stTEST-shingle_I20190828_R20200109_BECU_IOP-CTD.csv;STNShingleTest;4_STNShingleTest;69;-137.33333;2019-08-28 18:00;1;101.28;0.031551656821625;lat/lon not logged, set close to Shingle Point - also, set time = 12local;SHINGLE POINT A;06.0;07.5;3.75;6.25;1
