filename;median_range;fct;loess_span;Temp_min;Temp_max;Sal_min;Sal_max;flag_QC
Nunataryuk_WP4-4_st120_I20190829_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.05;04.0;08.0;08.0;29.0;1
Nunataryuk_WP4-4_st125_I20190829_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.17;04.0;08.0;04.0;29.0;1
Nunataryuk_WP4-4_st125_I20190829_R20200109_BECU_IOP-CTD-d02.csv;3;loess;0.10;03.5;05.5;25.0;29.0;1
Nunataryuk_WP4-4_st130_I20190829_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.06;04.0;08.0;00.0;29.0;1
Nunataryuk_WP4-4_st135_I20190829_R20200109_BECU_IOP-CTD-d01.csv;7;loess;0.04;04.0;08.0;0.00;28.0;1
Nunataryuk_WP4-4_st140-alt-s_I20190829_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.05;04.0;08.0;0.0;28.0;1
Nunataryuk_WP4-4_st140-alt_I20190829_R20200109_BECU_IOP-CTD-d01.csv;25;loess;0.10;05.0;08.0;0.0;25.0;1
Nunataryuk_WP4-4_st150-alt_I20190830_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;08.0;08.5;0.10;0.25;1
Nunataryuk_WP4-4_st330_I20190829_R20200109_BECU_IOP-CTD-d01.csv;5;loess;0.05;5.0;07.5;5.00;25.0;1
Nunataryuk_WP4-4_st340-alt_I20190829_R20200109_BECU_IOP-CTD-d01.csv;13;loess;0.07;05.0;08.0;0.00;14.0;1
Nunataryuk_WP4-4_st350_I20190829_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;07.0;08.0;0.00;0.20;1
Nunataryuk_WP4-4_st360_I20190830_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;07.0;08.0;0.00;0.20;1
Nunataryuk_WP4-4_st370_I20190830_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;07.5;08.5;0.00;0.20;1
Nunataryuk_WP4-4_st380-alt_I20190830_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_st740_I20190905_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_st800_I20190905_R20200109_BECU_IOP-CTD-d01.csv;1;loess;0.05;05.0;07.5;3.00;25.0;1
Nunataryuk_WP4-4_st810_I20190905_R20200109_BECU_IOP-CTD-d01.csv;9;loess;0.07;05.0;08.5;0.00;23.0;1
Nunataryuk_WP4-4_st820_I20190905_R20200109_BECU_IOP-CTD-d01.csv;7;loess;0.05;07.0;10.5;0.00;10.0;1
Nunataryuk_WP4-4_st830_I20190905_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;09.5;10.5;0.00;0.20;1
Nunataryuk_WP4-4_st840-2_I20190906_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_st840_I20190905_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_st850_I20190906_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_st860_I20190906_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_st870_I20190906_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;10.0;11.0;0.00;0.20;1
Nunataryuk_WP4-4_stR01_I20190830_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;7.5;9.0;0.10;0.30;1
Nunataryuk_WP4-4_stR03_I20190830_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;8.5;10.0;0.10;0.30;1
Nunataryuk_WP4-4_stR04_I20190831_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;8.0;09.5;0.10;0.30;1
Nunataryuk_WP4-4_stR05_I20190831_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;09.0;10.5;0.10;0.30;1
Nunataryuk_WP4-4_stR08_I20190831_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;09.5;11.0;0.10;0.30;1
Nunataryuk_WP4-4_stR09_I20190831_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;10.0;11.5;0.10;0.30;1
Nunataryuk_WP4-4_stR12_I20190831_R20200109_BECU_IOP-CTD-d01.csv;3;loess;0.12;09.5;11.0;0.10;0.30;1
Nunataryuk_WP4-4_stTEST-shingle_I20190828_R20200109_BECU_IOP-CTD-d01.csv;1;loess;0.05;06.0;07.5;3.75;6.25;1
