"filename [NA]","station [NA]","cruise_station [NA]","latitude [decimal degree]","longitude [decimal degree]","utc_date_time [yyyy-mm-dd hh:mm]","flag_qc","comment [NA]","depth [m]","temperature [C]","temperature_sdev [C]","temperature_surface_handheldmeter [C]","salinity [NA]","salinity_sdev [NA]","salinity_surface_handheldmeter [NA]"
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.08,9.41697775750188,NA,NA,0.198640016230053,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.09,9.41744542547631,NA,NA,0.198665922830472,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.1,9.41789129054951,NA,NA,0.198690407838245,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.11,9.41831756500845,NA,NA,0.198713478870662,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.12,9.41872515767088,NA,NA,0.198735157182268,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.13,9.41911009281511,NA,NA,0.198755474046741,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.14,9.4194709813382,NA,NA,0.198774384504765,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.15,9.41980679589686,NA,NA,0.198791837752192,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.16,9.42011717678275,NA,NA,0.198807762250514,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.17,9.42040650647018,NA,NA,0.198821986796052,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.18,9.42067335431383,NA,NA,0.198834609431165,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.19,9.42091472105719,NA,NA,0.198845785489332,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.2,9.42112760744374,NA,NA,0.19885567030403,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.21,9.42132646608488,NA,NA,0.19886357532169,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.22,9.42153538569872,NA,NA,0.198868348717443,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.23,9.42172709099104,NA,NA,0.198871324821589,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.24,9.42187240025765,NA,NA,0.198873930197093,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.25,9.42194123847409,NA,NA,0.198877009170496,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.26,9.42192187254353,NA,NA,0.198878826451676,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.27,9.42183597286295,NA,NA,0.19887943445006,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.28,9.42170742385393,NA,NA,0.198879199692857,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.29,9.421560109938,NA,NA,0.198878488707278,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.3,9.42141791553672,NA,NA,0.198877668020536,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.31,9.42130472507163,NA,NA,0.198877104159841,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.32,9.42118080964991,NA,NA,0.198874612112758,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.33,9.42098342530124,NA,NA,0.198867822448308,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.34,9.42078024432461,NA,NA,0.198860156116377,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.35,9.42064127638622,NA,NA,0.198855133253471,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.36,9.42058538577219,NA,NA,0.19885428949224,NA,NA
"Nunataryuk_WP4-4_STNR03_I20190830_R20200109_BECU_IOP-CTD.csv","STNR03","4_STNR03",68.39073,-135.42919,"2019-08-30 22:13",1,NA,0.37,9.42057586805215,NA,NA,0.19885610146505,NA,NA
