V1,V2,V3
-145.966666666667,73.9666666666667,-3700
-145.9,73.9666666666667,-3698
-145.833333333333,73.9666666666667,-3696
-145.766666666667,73.9666666666667,-3695
-145.7,73.9666666666667,-3694
-145.633333333333,73.9666666666667,-3692
-145.566666666667,73.9666666666667,-3690
-145.5,73.9666666666667,-3688
-145.433333333333,73.9666666666667,-3688
-145.366666666667,73.9666666666667,-3686
-145.3,73.9666666666667,-3683
-145.233333333333,73.9666666666667,-3680
-145.166666666667,73.9666666666667,-3676
-145.1,73.9666666666667,-3672
-145.033333333333,73.9666666666667,-3668
-144.966666666667,73.9666666666667,-3665
-144.9,73.9666666666667,-3661
-144.833333333333,73.9666666666667,-3657
-144.766666666667,73.9666666666667,-3653
-144.7,73.9666666666667,-3649
-144.633333333333,73.9666666666667,-3646
-144.566666666667,73.9666666666667,-3646
-144.5,73.9666666666667,-3648
-144.433333333333,73.9666666666667,-3654
-144.366666666667,73.9666666666667,-3660
-144.3,73.9666666666667,-3659
-144.233333333333,73.9666666666667,-3656
-144.166666666667,73.9666666666667,-3655
-144.1,73.9666666666667,-3656
-144.033333333333,73.9666666666667,-3657
-143.966666666667,73.9666666666667,-3657
-143.9,73.9666666666667,-3656
-143.833333333333,73.9666666666667,-3654
-143.766666666667,73.9666666666667,-3651
-143.7,73.9666666666667,-3648
-143.633333333333,73.9666666666667,-3645
-143.566666666667,73.9666666666667,-3642
-143.5,73.9666666666667,-3638
-143.433333333333,73.9666666666667,-3634
-143.366666666667,73.9666666666667,-3631
-143.3,73.9666666666667,-3627
-143.233333333333,73.9666666666667,-3624
-143.166666666667,73.9666666666667,-3620
-143.1,73.9666666666667,-3617
-143.033333333333,73.9666666666667,-3615
-142.966666666667,73.9666666666667,-3612
-142.9,73.9666666666667,-3610
-142.833333333333,73.9666666666667,-3607
-142.766666666667,73.9666666666667,-3604
-142.7,73.9666666666667,-3601
-142.633333333333,73.9666666666667,-3599
-142.566666666667,73.9666666666667,-3596
-142.5,73.9666666666667,-3594
-142.433333333333,73.9666666666667,-3592
-142.366666666667,73.9666666666667,-3591
-142.3,73.9666666666667,-3589
-142.233333333333,73.9666666666667,-3588
-142.166666666667,73.9666666666667,-3586
-142.1,73.9666666666667,-3584
-142.033333333333,73.9666666666667,-3583
-141.966666666667,73.9666666666667,-3582
-141.9,73.9666666666667,-3580
-141.833333333333,73.9666666666667,-3579
-141.766666666667,73.9666666666667,-3577
-141.7,73.9666666666667,-3576
-141.633333333333,73.9666666666667,-3574
-141.566666666667,73.9666666666667,-3572
-141.5,73.9666666666667,-3569
-141.433333333333,73.9666666666667,-3565
-141.366666666667,73.9666666666667,-3561
-141.3,73.9666666666667,-3558
-141.233333333333,73.9666666666667,-3554
-141.166666666667,73.9666666666667,-3551
-141.1,73.9666666666667,-3548
-141.033333333333,73.9666666666667,-3545
-140.966666666667,73.9666666666667,-3542
-140.9,73.9666666666667,-3538
-140.833333333333,73.9666666666667,-3532
-140.766666666667,73.9666666666667,-3524
-140.7,73.9666666666667,-3515
-140.633333333333,73.9666666666667,-3505
-140.566666666667,73.9666666666667,-3498
-140.5,73.9666666666667,-3493
-140.433333333333,73.9666666666667,-3490
-140.366666666667,73.9666666666667,-3490
-140.3,73.9666666666667,-3489
-140.233333333333,73.9666666666667,-3486
-140.166666666667,73.9666666666667,-3479
-140.1,73.9666666666667,-3471
-140.033333333333,73.9666666666667,-3468
-139.966666666667,73.9666666666667,-3479
-139.9,73.9666666666667,-3495
-139.833333333333,73.9666666666667,-3502
-139.766666666667,73.9666666666667,-3501
-139.7,73.9666666666667,-3498
-139.633333333333,73.9666666666667,-3495
-139.566666666667,73.9666666666667,-3492
-139.5,73.9666666666667,-3491
-139.433333333333,73.9666666666667,-3490
-139.366666666667,73.9666666666667,-3487
-139.3,73.9666666666667,-3479
-139.233333333333,73.9666666666667,-3468
-139.166666666667,73.9666666666667,-3459
-139.1,73.9666666666667,-3456
-139.033333333333,73.9666666666667,-3458
-138.966666666667,73.9666666666667,-3459
-138.9,73.9666666666667,-3458
-138.833333333333,73.9666666666667,-3456
-138.766666666667,73.9666666666667,-3454
-138.7,73.9666666666667,-3453
-138.633333333333,73.9666666666667,-3452
-138.566666666667,73.9666666666667,-3450
-138.5,73.9666666666667,-3446
-138.433333333333,73.9666666666667,-3440
-138.366666666667,73.9666666666667,-3432
-138.3,73.9666666666667,-3424
-138.233333333333,73.9666666666667,-3415
-138.166666666667,73.9666666666667,-3405
-138.1,73.9666666666667,-3392
-138.033333333333,73.9666666666667,-3375
-137.966666666667,73.9666666666667,-3358
-137.9,73.9666666666667,-3343
-137.833333333333,73.9666666666667,-3329
-137.766666666667,73.9666666666667,-3320
-137.7,73.9666666666667,-3313
-137.633333333333,73.9666666666667,-3309
-137.566666666667,73.9666666666667,-3307
-137.5,73.9666666666667,-3305
-137.433333333333,73.9666666666667,-3303
-137.366666666667,73.9666666666667,-3301
-137.3,73.9666666666667,-3299
-137.233333333333,73.9666666666667,-3296
-137.166666666667,73.9666666666667,-3293
-137.1,73.9666666666667,-3288
-137.033333333333,73.9666666666667,-3282
-136.966666666667,73.9666666666667,-3275
-136.9,73.9666666666667,-3269
-136.833333333333,73.9666666666667,-3263
-136.766666666667,73.9666666666667,-3259
-136.7,73.9666666666667,-3254
-136.633333333333,73.9666666666667,-3249
-136.566666666667,73.9666666666667,-3243
-136.5,73.9666666666667,-3236
-136.433333333333,73.9666666666667,-3228
-136.366666666667,73.9666666666667,-3217
-136.3,73.9666666666667,-3202
-136.233333333333,73.9666666666667,-3186
-136.166666666667,73.9666666666667,-3172
-136.1,73.9666666666667,-3163
-136.033333333333,73.9666666666667,-3158
-135.966666666667,73.9666666666667,-3155
-135.9,73.9666666666667,-3151
-135.833333333333,73.9666666666667,-3146
-135.766666666667,73.9666666666667,-3138
-135.7,73.9666666666667,-3131
-135.633333333333,73.9666666666667,-3125
-135.566666666667,73.9666666666667,-3119
-135.5,73.9666666666667,-3114
-135.433333333333,73.9666666666667,-3107
-135.366666666667,73.9666666666667,-3100
-135.3,73.9666666666667,-3093
-135.233333333333,73.9666666666667,-3087
-135.166666666667,73.9666666666667,-3081
-135.1,73.9666666666667,-3076
-135.033333333333,73.9666666666667,-3072
-134.966666666667,73.9666666666667,-3066
-134.9,73.9666666666667,-3059
-134.833333333333,73.9666666666667,-3052
-134.766666666667,73.9666666666667,-3047
-134.7,73.9666666666667,-3043
-134.633333333333,73.9666666666667,-3038
-134.566666666667,73.9666666666667,-3034
-134.5,73.9666666666667,-3029
-134.433333333333,73.9666666666667,-3024
-134.366666666667,73.9666666666667,-3019
-134.3,73.9666666666667,-3014
-134.233333333333,73.9666666666667,-3009
-134.166666666667,73.9666666666667,-3005
-134.1,73.9666666666667,-3001
-134.033333333333,73.9666666666667,-2997
-133.966666666667,73.9666666666667,-2993
-133.9,73.9666666666667,-2990
-133.833333333333,73.9666666666667,-2987
-133.766666666667,73.9666666666667,-2984
-133.7,73.9666666666667,-2981
-133.633333333333,73.9666666666667,-2978
-133.566666666667,73.9666666666667,-2973
-133.5,73.9666666666667,-2967
-133.433333333333,73.9666666666667,-2960
-133.366666666667,73.9666666666667,-2954
-133.3,73.9666666666667,-2952
-133.233333333333,73.9666666666667,-2954
-133.166666666667,73.9666666666667,-2956
-133.1,73.9666666666667,-2956
-133.033333333333,73.9666666666667,-2952
-132.966666666667,73.9666666666667,-2944
-132.9,73.9666666666667,-2933
-132.833333333333,73.9666666666667,-2922
-132.766666666667,73.9666666666667,-2911
-132.7,73.9666666666667,-2901
-132.633333333333,73.9666666666667,-2891
-132.566666666667,73.9666666666667,-2881
-132.5,73.9666666666667,-2870
-132.433333333333,73.9666666666667,-2859
-132.366666666667,73.9666666666667,-2845
-132.3,73.9666666666667,-2828
-132.233333333333,73.9666666666667,-2809
-132.166666666667,73.9666666666667,-2790
-132.1,73.9666666666667,-2775
-132.033333333333,73.9666666666667,-2763
-131.966666666667,73.9666666666667,-2752
-131.9,73.9666666666667,-2740
-131.833333333333,73.9666666666667,-2725
-131.766666666667,73.9666666666667,-2709
-131.7,73.9666666666667,-2692
-131.633333333333,73.9666666666667,-2675
-131.566666666667,73.9666666666667,-2661
-131.5,73.9666666666667,-2647
-131.433333333333,73.9666666666667,-2634
-131.366666666667,73.9666666666667,-2620
-131.3,73.9666666666667,-2600
-131.233333333333,73.9666666666667,-2577
-131.166666666667,73.9666666666667,-2553
-131.1,73.9666666666667,-2529
-131.033333333333,73.9666666666667,-2503
-130.966666666667,73.9666666666667,-2476
-130.9,73.9666666666667,-2443
-130.833333333333,73.9666666666667,-2401
-130.766666666667,73.9666666666667,-2348
-130.7,73.9666666666667,-2285
-130.633333333333,73.9666666666667,-2219
-130.566666666667,73.9666666666667,-2147
-130.5,73.9666666666667,-2072
-130.433333333333,73.9666666666667,-1994
-130.366666666667,73.9666666666667,-1907
-130.3,73.9666666666667,-1821
-130.233333333333,73.9666666666667,-1751
-130.166666666667,73.9666666666667,-1690
-130.1,73.9666666666667,-1618
-130.033333333333,73.9666666666667,-1527
-129.966666666667,73.9666666666667,-1432
-129.9,73.9666666666667,-1342
-129.833333333333,73.9666666666667,-1261
-129.766666666667,73.9666666666667,-1191
-129.7,73.9666666666667,-1122
-129.633333333333,73.9666666666667,-1045
-129.566666666667,73.9666666666667,-955
-129.5,73.9666666666667,-858
-129.433333333333,73.9666666666667,-762
-129.366666666667,73.9666666666667,-687
-129.3,73.9666666666667,-616
-129.233333333333,73.9666666666667,-547
-129.166666666667,73.9666666666667,-483
-129.1,73.9666666666667,-429
-129.033333333333,73.9666666666667,-394
-128.966666666667,73.9666666666667,-374
-128.9,73.9666666666667,-364
-128.833333333333,73.9666666666667,-359
-128.766666666667,73.9666666666667,-359
-128.7,73.9666666666667,-358
-128.633333333333,73.9666666666667,-357
-128.566666666667,73.9666666666667,-354
-128.5,73.9666666666667,-350
-128.433333333333,73.9666666666667,-345
-128.366666666667,73.9666666666667,-340
-128.3,73.9666666666667,-334
-128.233333333333,73.9666666666667,-330
-128.166666666667,73.9666666666667,-326
-128.1,73.9666666666667,-321
-128.033333333333,73.9666666666667,-315
-127.966666666667,73.9666666666667,-309
-127.9,73.9666666666667,-305
-127.833333333333,73.9666666666667,-303
-127.766666666667,73.9666666666667,-301
-127.7,73.9666666666667,-293
-127.633333333333,73.9666666666667,-280
-127.566666666667,73.9666666666667,-271
-127.5,73.9666666666667,-261
-127.433333333333,73.9666666666667,-246
-127.366666666667,73.9666666666667,-228
-127.3,73.9666666666667,-217
-127.233333333333,73.9666666666667,-208
-127.166666666667,73.9666666666667,-199
-127.1,73.9666666666667,-193
-127.033333333333,73.9666666666667,-192
-126.966666666667,73.9666666666667,-189
-126.9,73.9666666666667,-177
-126.833333333333,73.9666666666667,-160
-126.766666666667,73.9666666666667,-139
-126.7,73.9666666666667,-118
-126.633333333333,73.9666666666667,-101
-126.566666666667,73.9666666666667,-91
-126.5,73.9666666666667,-83
-126.433333333333,73.9666666666667,-80
-126.366666666667,73.9666666666667,-80
-126.3,73.9666666666667,-78
-126.233333333333,73.9666666666667,-74
-126.166666666667,73.9666666666667,-70
-126.1,73.9666666666667,-67
-126.033333333333,73.9666666666667,-63
-125.966666666667,73.9666666666667,-60
-125.9,73.9666666666667,-57
-125.833333333333,73.9666666666667,-53
-125.766666666667,73.9666666666667,-48
-125.7,73.9666666666667,-46
-125.633333333333,73.9666666666667,-44
-125.566666666667,73.9666666666667,-43
-125.5,73.9666666666667,-41
-125.433333333333,73.9666666666667,-39
-125.366666666667,73.9666666666667,-38
-125.3,73.9666666666667,-36
-125.233333333333,73.9666666666667,-35
-125.166666666667,73.9666666666667,-34
-125.1,73.9666666666667,-32
-125.033333333333,73.9666666666667,-31
-124.966666666667,73.9666666666667,-29
-124.9,73.9666666666667,-27
-124.833333333333,73.9666666666667,-25
-124.766666666667,73.9666666666667,-22
-124.7,73.9666666666667,-17
-124.633333333333,73.9666666666667,-9
-124.566666666667,73.9666666666667,-3
-124.5,73.9666666666667,-1
-124.433333333333,73.9666666666667,-2
-124.366666666667,73.9666666666667,-6
-124.3,73.9666666666667,-6
-124.233333333333,73.9666666666667,0
-124.166666666667,73.9666666666667,2
-124.1,73.9666666666667,3
-124.033333333333,73.9666666666667,8
-123.966666666667,73.9666666666667,9
-123.9,73.9666666666667,18
-123.833333333333,73.9666666666667,29
-123.766666666667,73.9666666666667,41
-123.7,73.9666666666667,49
-123.633333333333,73.9666666666667,62
-123.566666666667,73.9666666666667,70
-123.5,73.9666666666667,65
-123.433333333333,73.9666666666667,66
-123.366666666667,73.9666666666667,65
-123.3,73.9666666666667,47
-123.233333333333,73.9666666666667,25
-123.166666666667,73.9666666666667,75
-123.1,73.9666666666667,233
-123.033333333333,73.9666666666667,154
-122.966666666667,73.9666666666667,152
-122.9,73.9666666666667,153
-122.833333333333,73.9666666666667,168
-122.766666666667,73.9666666666667,204
-122.7,73.9666666666667,163
-122.633333333333,73.9666666666667,164
-122.566666666667,73.9666666666667,173
-122.5,73.9666666666667,190
-122.433333333333,73.9666666666667,224
-122.366666666667,73.9666666666667,223
-122.3,73.9666666666667,205
-122.233333333333,73.9666666666667,198
-122.166666666667,73.9666666666667,202
-122.1,73.9666666666667,215
-122.033333333333,73.9666666666667,217
-121.966666666667,73.9666666666667,217
-121.9,73.9666666666667,194
-121.833333333333,73.9666666666667,154
-121.766666666667,73.9666666666667,159
-121.7,73.9666666666667,177
-121.633333333333,73.9666666666667,205
-121.566666666667,73.9666666666667,210
-121.5,73.9666666666667,247
-121.433333333333,73.9666666666667,300
-121.366666666667,73.9666666666667,291
-121.3,73.9666666666667,255
-121.233333333333,73.9666666666667,205
-121.166666666667,73.9666666666667,171
-121.1,73.9666666666667,177
-121.033333333333,73.9666666666667,244
-120.966666666667,73.9666666666667,263
-120.9,73.9666666666667,306
-120.833333333333,73.9666666666667,307
-120.766666666667,73.9666666666667,303
-120.7,73.9666666666667,289
-120.633333333333,73.9666666666667,194
-120.566666666667,73.9666666666667,194
-120.5,73.9666666666667,159
-120.433333333333,73.9666666666667,155
-120.366666666667,73.9666666666667,135
-120.3,73.9666666666667,223
-120.233333333333,73.9666666666667,153
-120.166666666667,73.9666666666667,75
-120.1,73.9666666666667,97
-120.033333333333,73.9666666666667,152
-119.966666666667,73.9666666666667,157
-119.9,73.9666666666667,175
-119.833333333333,73.9666666666667,88
-119.766666666667,73.9666666666667,24
-119.7,73.9666666666667,76
-119.633333333333,73.9666666666667,195
-119.566666666667,73.9666666666667,152
-119.5,73.9666666666667,148
-119.433333333333,73.9666666666667,235
-119.366666666667,73.9666666666667,92
-119.3,73.9666666666667,34
-119.233333333333,73.9666666666667,20
-119.166666666667,73.9666666666667,5
-119.1,73.9666666666667,20
-119.033333333333,73.9666666666667,120
-118.966666666667,73.9666666666667,103
-118.9,73.9666666666667,153
-118.833333333333,73.9666666666667,207
-118.766666666667,73.9666666666667,289
-118.7,73.9666666666667,144
-118.633333333333,73.9666666666667,139
-118.566666666667,73.9666666666667,208
-118.5,73.9666666666667,123
-118.433333333333,73.9666666666667,153
-118.366666666667,73.9666666666667,159
-118.3,73.9666666666667,320
-118.233333333333,73.9666666666667,357
-118.166666666667,73.9666666666667,317
-118.1,73.9666666666667,319
-118.033333333333,73.9666666666667,334
-117.966666666667,73.9666666666667,327
-117.9,73.9666666666667,297
-117.833333333333,73.9666666666667,280
-117.766666666667,73.9666666666667,298
-117.7,73.9666666666667,306
-117.633333333333,73.9666666666667,306
-117.566666666667,73.9666666666667,303
-117.5,73.9666666666667,304
-117.433333333333,73.9666666666667,305
-117.366666666667,73.9666666666667,296
-117.3,73.9666666666667,329
-117.233333333333,73.9666666666667,311
-117.166666666667,73.9666666666667,235
-117.1,73.9666666666667,169
-117.033333333333,73.9666666666667,166
-116.966666666667,73.9666666666667,125
-116.9,73.9666666666667,100
-116.833333333333,73.9666666666667,99
-116.766666666667,73.9666666666667,99
-116.7,73.9666666666667,91
-116.633333333333,73.9666666666667,86
-116.566666666667,73.9666666666667,103
-116.5,73.9666666666667,-5
-116.433333333333,73.9666666666667,-50
-116.366666666667,73.9666666666667,-130
-116.3,73.9666666666667,-217
-116.233333333333,73.9666666666667,-299
-116.166666666667,73.9666666666667,-367
-116.1,73.9666666666667,-410
-116.033333333333,73.9666666666667,-429
-115.966666666667,73.9666666666667,-432
-115.9,73.9666666666667,-432
-115.833333333333,73.9666666666667,-431
-115.766666666667,73.9666666666667,-432
-115.7,73.9666666666667,-440
-115.633333333333,73.9666666666667,-454
-115.566666666667,73.9666666666667,-468
-115.5,73.9666666666667,-476
-115.433333333333,73.9666666666667,-481
-115.366666666667,73.9666666666667,-485
-115.3,73.9666666666667,-488
-115.233333333333,73.9666666666667,-490
-115.166666666667,73.9666666666667,-492
-115.1,73.9666666666667,-492
-115.033333333333,73.9666666666667,-493
-149.966666666667,73.9,-3761
-149.9,73.9,-3759
-149.833333333333,73.9,-3758
-149.766666666667,73.9,-3757
-149.7,73.9,-3757
-149.633333333333,73.9,-3758
-149.566666666667,73.9,-3759
-149.5,73.9,-3760
-149.433333333333,73.9,-3761
-149.366666666667,73.9,-3762
-149.3,73.9,-3762
-149.233333333333,73.9,-3762
-149.166666666667,73.9,-3762
-149.1,73.9,-3761
-149.033333333333,73.9,-3760
-148.966666666667,73.9,-3757
-148.9,73.9,-3752
-148.833333333333,73.9,-3750
-148.766666666667,73.9,-3757
-148.7,73.9,-3755
-148.633333333333,73.9,-3751
-148.566666666667,73.9,-3756
-148.5,73.9,-3753
-148.433333333333,73.9,-3749
-148.366666666667,73.9,-3745
-148.3,73.9,-3742
-148.233333333333,73.9,-3740
-148.166666666667,73.9,-3739
-148.1,73.9,-3737
-148.033333333333,73.9,-3736
-147.966666666667,73.9,-3734
-147.9,73.9,-3733
-147.833333333333,73.9,-3732
-147.766666666667,73.9,-3730
-147.7,73.9,-3729
-147.633333333333,73.9,-3728
-147.566666666667,73.9,-3727
-147.5,73.9,-3726
-147.433333333333,73.9,-3725
-147.366666666667,73.9,-3724
-147.3,73.9,-3723
-147.233333333333,73.9,-3722
-147.166666666667,73.9,-3720
-147.1,73.9,-3719
-147.033333333333,73.9,-3718
-146.966666666667,73.9,-3716
-146.9,73.9,-3715
-146.833333333333,73.9,-3714
-146.766666666667,73.9,-3712
-146.7,73.9,-3711
-146.633333333333,73.9,-3709
-146.566666666667,73.9,-3708
-146.5,73.9,-3707
-146.433333333333,73.9,-3705
-146.366666666667,73.9,-3704
-146.3,73.9,-3703
-146.233333333333,73.9,-3701
-146.166666666667,73.9,-3700
-146.1,73.9,-3700
-146.033333333333,73.9,-3699
-145.966666666667,73.9,-3698
-145.9,73.9,-3696
-145.833333333333,73.9,-3694
-145.766666666667,73.9,-3694
-145.7,73.9,-3692
-145.633333333333,73.9,-3689
-145.566666666667,73.9,-3687
-145.5,73.9,-3686
-145.433333333333,73.9,-3685
-145.366666666667,73.9,-3682
-145.3,73.9,-3678
-145.233333333333,73.9,-3673
-145.166666666667,73.9,-3670
-145.1,73.9,-3666
-145.033333333333,73.9,-3663
-144.966666666667,73.9,-3660
-144.9,73.9,-3657
-144.833333333333,73.9,-3655
-144.766666666667,73.9,-3654
-144.7,73.9,-3653
-144.633333333333,73.9,-3652
-144.566666666667,73.9,-3653
-144.5,73.9,-3654
-144.433333333333,73.9,-3656
-144.366666666667,73.9,-3655
-144.3,73.9,-3653
-144.233333333333,73.9,-3654
-144.166666666667,73.9,-3653
-144.1,73.9,-3650
-144.033333333333,73.9,-3648
-143.966666666667,73.9,-3646
-143.9,73.9,-3644
-143.833333333333,73.9,-3642
-143.766666666667,73.9,-3640
-143.7,73.9,-3638
-143.633333333333,73.9,-3635
-143.566666666667,73.9,-3633
-143.5,73.9,-3630
-143.433333333333,73.9,-3627
-143.366666666667,73.9,-3624
-143.3,73.9,-3621
-143.233333333333,73.9,-3617
-143.166666666667,73.9,-3614
-143.1,73.9,-3611
-143.033333333333,73.9,-3608
-142.966666666667,73.9,-3605
-142.9,73.9,-3602
-142.833333333333,73.9,-3598
-142.766666666667,73.9,-3595
-142.7,73.9,-3592
-142.633333333333,73.9,-3589
-142.566666666667,73.9,-3585
-142.5,73.9,-3583
-142.433333333333,73.9,-3580
-142.366666666667,73.9,-3578
-142.3,73.9,-3575
-142.233333333333,73.9,-3573
-142.166666666667,73.9,-3570
-142.1,73.9,-3568
-142.033333333333,73.9,-3566
-141.966666666667,73.9,-3564
-141.9,73.9,-3562
-141.833333333333,73.9,-3561
-141.766666666667,73.9,-3560
-141.7,73.9,-3560
-141.633333333333,73.9,-3561
-141.566666666667,73.9,-3562
-141.5,73.9,-3559
-141.433333333333,73.9,-3555
-141.366666666667,73.9,-3550
-141.3,73.9,-3545
-141.233333333333,73.9,-3540
-141.166666666667,73.9,-3535
-141.1,73.9,-3531
-141.033333333333,73.9,-3527
-140.966666666667,73.9,-3526
-140.9,73.9,-3529
-140.833333333333,73.9,-3541
-140.766666666667,73.9,-3551
-140.7,73.9,-3545
-140.633333333333,73.9,-3523
-140.566666666667,73.9,-3500
-140.5,73.9,-3482
-140.433333333333,73.9,-3477
-140.366666666667,73.9,-3478
-140.3,73.9,-3479
-140.233333333333,73.9,-3473
-140.166666666667,73.9,-3460
-140.1,73.9,-3456
-140.033333333333,73.9,-3460
-139.966666666667,73.9,-3468
-139.9,73.9,-3477
-139.833333333333,73.9,-3483
-139.766666666667,73.9,-3486
-139.7,73.9,-3486
-139.633333333333,73.9,-3482
-139.566666666667,73.9,-3477
-139.5,73.9,-3470
-139.433333333333,73.9,-3461
-139.366666666667,73.9,-3451
-139.3,73.9,-3441
-139.233333333333,73.9,-3446
-139.166666666667,73.9,-3468
-139.1,73.9,-3490
-139.033333333333,73.9,-3485
-138.966666666667,73.9,-3467
-138.9,73.9,-3452
-138.833333333333,73.9,-3444
-138.766666666667,73.9,-3441
-138.7,73.9,-3439
-138.633333333333,73.9,-3440
-138.566666666667,73.9,-3440
-138.5,73.9,-3438
-138.433333333333,73.9,-3433
-138.366666666667,73.9,-3426
-138.3,73.9,-3419
-138.233333333333,73.9,-3411
-138.166666666667,73.9,-3398
-138.1,73.9,-3380
-138.033333333333,73.9,-3361
-137.966666666667,73.9,-3346
-137.9,73.9,-3333
-137.833333333333,73.9,-3320
-137.766666666667,73.9,-3311
-137.7,73.9,-3304
-137.633333333333,73.9,-3299
-137.566666666667,73.9,-3295
-137.5,73.9,-3295
-137.433333333333,73.9,-3294
-137.366666666667,73.9,-3291
-137.3,73.9,-3285
-137.233333333333,73.9,-3280
-137.166666666667,73.9,-3275
-137.1,73.9,-3270
-137.033333333333,73.9,-3265
-136.966666666667,73.9,-3258
-136.9,73.9,-3250
-136.833333333333,73.9,-3240
-136.766666666667,73.9,-3229
-136.7,73.9,-3218
-136.633333333333,73.9,-3212
-136.566666666667,73.9,-3210
-136.5,73.9,-3210
-136.433333333333,73.9,-3210
-136.366666666667,73.9,-3206
-136.3,73.9,-3197
-136.233333333333,73.9,-3185
-136.166666666667,73.9,-3171
-136.1,73.9,-3159
-136.033333333333,73.9,-3148
-135.966666666667,73.9,-3141
-135.9,73.9,-3137
-135.833333333333,73.9,-3133
-135.766666666667,73.9,-3130
-135.7,73.9,-3125
-135.633333333333,73.9,-3121
-135.566666666667,73.9,-3117
-135.5,73.9,-3111
-135.433333333333,73.9,-3104
-135.366666666667,73.9,-3093
-135.3,73.9,-3083
-135.233333333333,73.9,-3074
-135.166666666667,73.9,-3068
-135.1,73.9,-3063
-135.033333333333,73.9,-3058
-134.966666666667,73.9,-3051
-134.9,73.9,-3041
-134.833333333333,73.9,-3032
-134.766666666667,73.9,-3025
-134.7,73.9,-3021
-134.633333333333,73.9,-3019
-134.566666666667,73.9,-3016
-134.5,73.9,-3010
-134.433333333333,73.9,-3002
-134.366666666667,73.9,-2994
-134.3,73.9,-2987
-134.233333333333,73.9,-2982
-134.166666666667,73.9,-2977
-134.1,73.9,-2973
-134.033333333333,73.9,-2969
-133.966666666667,73.9,-2964
-133.9,73.9,-2960
-133.833333333333,73.9,-2956
-133.766666666667,73.9,-2953
-133.7,73.9,-2950
-133.633333333333,73.9,-2948
-133.566666666667,73.9,-2944
-133.5,73.9,-2938
-133.433333333333,73.9,-2930
-133.366666666667,73.9,-2925
-133.3,73.9,-2923
-133.233333333333,73.9,-2924
-133.166666666667,73.9,-2928
-133.1,73.9,-2928
-133.033333333333,73.9,-2922
-132.966666666667,73.9,-2914
-132.9,73.9,-2908
-132.833333333333,73.9,-2900
-132.766666666667,73.9,-2891
-132.7,73.9,-2881
-132.633333333333,73.9,-2872
-132.566666666667,73.9,-2863
-132.5,73.9,-2851
-132.433333333333,73.9,-2838
-132.366666666667,73.9,-2825
-132.3,73.9,-2816
-132.233333333333,73.9,-2808
-132.166666666667,73.9,-2799
-132.1,73.9,-2789
-132.033333333333,73.9,-2771
-131.966666666667,73.9,-2752
-131.9,73.9,-2735
-131.833333333333,73.9,-2722
-131.766666666667,73.9,-2709
-131.7,73.9,-2697
-131.633333333333,73.9,-2682
-131.566666666667,73.9,-2663
-131.5,73.9,-2644
-131.433333333333,73.9,-2627
-131.366666666667,73.9,-2611
-131.3,73.9,-2596
-131.233333333333,73.9,-2580
-131.166666666667,73.9,-2561
-131.1,73.9,-2544
-131.033333333333,73.9,-2525
-130.966666666667,73.9,-2498
-130.9,73.9,-2459
-130.833333333333,73.9,-2407
-130.766666666667,73.9,-2343
