"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 00:00","2019","07","01","00:00","7,6","","4,3","","79","","10","","21","","","M","102,23","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 01:00","2019","07","01","01:00","6,6","","4,2","","84","","9","","22","","","M","102,19","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 02:00","2019","07","01","02:00","6,5","","4,5","","87","","10","","28","","","M","102,16","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 03:00","2019","07","01","03:00","6,7","","5,0","","89","","10","","26","","","M","102,11","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 04:00","2019","07","01","04:00","6,9","","4,8","","86","","12","","28","","","M","102,07","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 05:00","2019","07","01","05:00","7,3","","5,1","","86","","11","","24","","","M","102,04","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 06:00","2019","07","01","06:00","8,3","","5,2","","81","","12","","23","","","M","102,00","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 07:00","2019","07","01","07:00","9,6","","5,7","","77","","12","","22","","","M","101,98","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 08:00","2019","07","01","08:00","11,3","","5,7","","68","","13","","26","","","M","101,94","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 09:00","2019","07","01","09:00","12,7","","5,5","","61","","13","","28","","","M","101,91","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 10:00","2019","07","01","10:00","14,6","","4,8","","52","","15","","28","","","M","101,87","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 11:00","2019","07","01","11:00","14,8","","5,6","","54","","15","","24","","","M","101,85","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 12:00","2019","07","01","12:00","13,2","","6,1","","62","","21","","25","","","M","101,86","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 13:00","2019","07","01","13:00","11,5","","7,3","","75","","20","","18","","","M","101,88","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 14:00","2019","07","01","14:00","12,0","","6,9","","71","","20","","24","","","M","101,87","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 15:00","2019","07","01","15:00","11,8","","8,0","","77","","19","","28","","","M","101,88","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 16:00","2019","07","01","16:00","10,6","","9,3","","92","","20","","23","","","M","101,86","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 17:00","2019","07","01","17:00","10,6","","9,8","","95","","18","","19","","","M","101,85","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 18:00","2019","07","01","18:00","10,8","","10,2","","96","","17","","20","","","M","101,82","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 19:00","2019","07","01","19:00","12,0","","11,3","","96","","20","","16","","","M","101,83","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 20:00","2019","07","01","20:00","10,5","","9,2","","92","","27","","24","","","M","101,87","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 21:00","2019","07","01","21:00","9,6","","8,4","","93","","27","","27","","","M","101,91","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 22:00","2019","07","01","22:00","8,5","","7,8","","95","","28","","24","","","M","101,94","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-01 23:00","2019","07","01","23:00","7,6","","6,7","","94","","29","","28","","","M","101,95","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-02 00:00","2019","07","02","00:00","7,3","","6,7","","96","","28","","23","","","M","101,97","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-02 01:00","2019","07","02","01:00","7,0","","6,2","","95","","29","","25","","","M","101,98","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-02 02:00","2019","07","02","02:00","6,9","","6,2","","95","","28","","21","","","M","101,98","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-02 03:00","2019","07","02","03:00","7,4","","6,7","","95","","28","","26","","","M","101,98","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-07-02 04:00","2019","07","02","04:00","7,2","","6,4","","94","","27","","26","","","M","101,99","","","","","","ND"
