"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 00:00","2019","09","01","00:00","3,2","","-0,8","","75","","8","","19","","","","100,94","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 01:00","2019","09","01","01:00","2,5","","-1,0","","78","","8","","17","","","","100,93","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 02:00","2019","09","01","02:00","2,2","","-1,1","","79","","7","","16","","","","100,94","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 03:00","2019","09","01","03:00","1,6","","-1,2","","81","","8","","14","","","","100,92","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 04:00","2019","09","01","04:00","1,6","","-1,0","","83","","7","","15","","","","100,93","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 05:00","2019","09","01","05:00","1,5","","-1,1","","82","","7","","14","","","","100,92","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 06:00","2019","09","01","06:00","1,2","","-1,2","","84","","8","","12","","","","100,92","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 07:00","2019","09","01","07:00","1,2","","-1,3","","83","","7","","10","","","","100,93","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 08:00","2019","09","01","08:00","2,4","","-1,0","","78","","7","","13","","","","100,90","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 09:00","2019","09","01","09:00","3,4","","-0,6","","75","","8","","13","","","","100,89","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 10:00","2019","09","01","10:00","5,1","","-0,1","","69","","8","","11","","","","100,89","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 11:00","2019","09","01","11:00","6,7","","0,1","","63","","9","","11","","","","100,87","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 12:00","2019","09","01","12:00","7,8","","-0,3","","57","","7","","9","","","","100,85","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 13:00","2019","09","01","13:00","9,3","","-0,4","","51","","8","","9","","","","100,80","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 14:00","2019","09","01","14:00","10,7","","-0,6","","45","","8","","14","","","","100,74","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 15:00","2019","09","01","15:00","11,3","","-2,9","","37","","12","","14","","","","100,69","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 16:00","2019","09","01","16:00","11,8","","-3,1","","35","","10","","15","","","","100,66","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 17:00","2019","09","01","17:00","12,0","","-2,7","","36","","12","","16","","","","100,61","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 18:00","2019","09","01","18:00","11,9","","-2,9","","35","","11","","13","","","","100,54","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 19:00","2019","09","01","19:00","11,1","","-2,4","","39","","12","","15","","","","100,49","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 20:00","2019","09","01","20:00","10,2","","-2,0","","42","","12","","12","","","","100,46","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 21:00","2019","09","01","21:00","7,8","","-1,6","","51","","9","","11","","","","100,43","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 22:00","2019","09","01","22:00","5,4","","-1,5","","61","","8","","17","","","","100,40","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-01 23:00","2019","09","01","23:00","4,6","","-1,4","","65","","9","","19","","","","100,39","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 00:00","2019","09","02","00:00","3,8","","-1,6","","67","","9","","18","","","","100,36","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 01:00","2019","09","02","01:00","3,2","","-1,7","","70","","9","","17","","","","100,34","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 02:00","2019","09","02","02:00","3,1","","-1,5","","71","","10","","15","","","","100,30","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 03:00","2019","09","02","03:00","2,5","","-2,0","","72","","10","","16","","","","100,27","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 04:00","2019","09","02","04:00","2,6","","-1,9","","72","","10","","14","","","","100,24","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 05:00","2019","09","02","05:00","1,5","","-2,1","","77","","9","","18","","","","100,19","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 06:00","2019","09","02","06:00","1,3","","-2,0","","78","","9","","13","","","","100,17","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 07:00","2019","09","02","07:00","1,4","","-2,0","","78","","9","","17","","","","100,13","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 08:00","2019","09","02","08:00","2,4","","-1,8","","74","","10","","17","","","","100,11","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 09:00","2019","09","02","09:00","4,2","","-0,8","","70","","11","","15","","","","100,09","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 10:00","2019","09","02","10:00","6,3","","-0,2","","63","","10","","12","","","","100,06","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 11:00","2019","09","02","11:00","8,4","","-0,7","","53","","12","","16","","","","100,01","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 12:00","2019","09","02","12:00","9,8","","-2,4","","42","","13","","18","","","","99,96","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 13:00","2019","09","02","13:00","10,2","","-3,2","","39","","13","","21","","","","99,93","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 14:00","2019","09","02","14:00","10,5","","-3,8","","36","","13","","21","","","","99,88","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 15:00","2019","09","02","15:00","11,1","","-4,1","","34","","13","","17","","","","99,82","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 16:00","2019","09","02","16:00","11,7","","-3,6","","34","","13","","17","","","","99,78","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 17:00","2019","09","02","17:00","11,8","","-2,6","","37","","15","","15","","","","99,74","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 18:00","2019","09","02","18:00","11,8","","-3,3","","35","","14","","16","","","","99,70","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 19:00","2019","09","02","19:00","11,3","","-2,0","","39","","14","","18","","","","99,67","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 20:00","2019","09","02","20:00","10,7","","-2,0","","41","","14","","15","","","","99,64","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 21:00","2019","09","02","21:00","9,1","","-1,4","","48","","12","","15","","","","99,59","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 22:00","2019","09","02","22:00","7,3","","-1,8","","52","","10","","16","","","","99,58","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-02 23:00","2019","09","02","23:00","5,9","","-1,7","","58","","12","","13","","","","99,58","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 00:00","2019","09","03","00:00","4,9","","-1,4","","64","","15","","12","","","","99,58","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 01:00","2019","09","03","01:00","4,3","","-0,9","","69","","13","","15","","","","99,60","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 02:00","2019","09","03","02:00","4,0","","0,2","","76","","12","","13","","","","99,61","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 03:00","2019","09","03","03:00","3,9","","1,0","","81","","13","","13","","","","99,62","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 04:00","2019","09","03","04:00","3,3","","0,8","","84","","10","","7","","","","99,62","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 05:00","2019","09","03","05:00","3,8","","1,3","","84","","11","","14","","","","99,59","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 06:00","2019","09","03","06:00","2,2","","0,8","","90","","9","","12","","","","99,59","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 07:00","2019","09","03","07:00","2,8","","1,0","","88","","10","","11","","","","99,59","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 08:00","2019","09","03","08:00","4,1","","1,5","","83","","10","","12","","","","99,56","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 09:00","2019","09","03","09:00","5,9","","2,2","","77","","11","","12","","","","99,58","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 10:00","2019","09","03","10:00","7,5","","3,4","","75","","13","","11","","","","99,60","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 11:00","2019","09","03","11:00","8,7","","4,4","","74","","15","","10","","","","99,61","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 12:00","2019","09","03","12:00","9,7","","4,7","","71","","15","","13","","","","99,61","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 13:00","2019","09","03","13:00","12,0","","5,7","","65","","16","","8","","","","99,62","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 14:00","2019","09","03","14:00","12,3","","5,4","","63","","16","","11","","","","99,62","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 15:00","2019","09","03","15:00","13,0","","5,5","","60","","15","","11","","","","99,60","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 16:00","2019","09","03","16:00","14,0","","6,3","","60","","20","","9","","","","99,62","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 17:00","2019","09","03","17:00","12,8","","6,1","","63","","20","","9","","","","99,61","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 18:00","2019","09","03","18:00","12,7","","6,5","","66","","22","","11","","","","99,61","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 19:00","2019","09","03","19:00","12,0","","6,6","","69","","20","","4","","","","99,62","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 20:00","2019","09","03","20:00","12,1","","6,8","","70","","17","","5","","","","99,62","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 21:00","2019","09","03","21:00","11,5","","6,9","","73","","17","","3","","","","99,63","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 22:00","2019","09","03","22:00","10,8","","6,5","","75","","19","","3","","","","99,66","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-03 23:00","2019","09","03","23:00","10,2","","6,5","","78","","20","","4","","","","99,67","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 00:00","2019","09","04","00:00","9,6","","6,7","","82","","21","","4","","","","99,69","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 01:00","2019","09","04","01:00","9,3","","6,9","","85","","18","","3","","","","99,69","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 02:00","2019","09","04","02:00","9,1","","6,9","","86","","14","","5","","","","99,72","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 03:00","2019","09","04","03:00","8,7","","6,7","","87","","17","","4","","","","99,73","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 04:00","2019","09","04","04:00","8,6","","6,8","","88","","13","","4","","","","99,74","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 05:00","2019","09","04","05:00","8,7","","6,8","","88","","11","","6","","","","99,76","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 06:00","2019","09","04","06:00","8,7","","6,8","","88","","13","","8","","","","99,77","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 07:00","2019","09","04","07:00","8,0","","7,2","","94","","11","","9","","","","99,78","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 08:00","2019","09","04","08:00","8,1","","7,2","","94","","14","","7","","","","99,78","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 09:00","2019","09","04","09:00","9,0","","8,0","","94","","15","","4","","","","99,82","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 10:00","2019","09","04","10:00","9,5","","8,0","","90","","16","","10","","","","99,81","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 11:00","2019","09","04","11:00","10,3","","7,9","","85","","17","","7","","","","99,84","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 12:00","2019","09","04","12:00","10,4","","7,9","","84","","21","","7","","","","99,87","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 13:00","2019","09","04","13:00","10,5","","8,9","","90","","19","","4","","","","99,90","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 14:00","2019","09","04","14:00","12,1","","9,5","","84","","17","","5","","","","99,90","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 15:00","2019","09","04","15:00","13,5","","9,1","","75","","19","","6","","","","99,91","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 16:00","2019","09","04","16:00","13,3","","9,0","","75","","22","","9","","","","99,92","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 17:00","2019","09","04","17:00","11,4","","10,0","","92","","28","","9","","","","99,97","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 18:00","2019","09","04","18:00","10,7","","10,1","","96","","25","","7","","","","99,97","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 19:00","2019","09","04","19:00","10,5","","10,2","","98","","25","","6","","","","99,98","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 20:00","2019","09","04","20:00","10,7","","10,5","","99","","24","","7","","","","99,97","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 21:00","2019","09","04","21:00","10,2","","9,9","","99","","31","","12","","","","99,99","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 22:00","2019","09","04","22:00","9,3","","8,6","","95","","28","","15","","","","100,03","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-04 23:00","2019","09","04","23:00","7,5","","7,0","","97","","30","","11","","","","100,09","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 00:00","2019","09","05","00:00","6,8","","6,6","","98","","30","","13","","","","100,13","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 01:00","2019","09","05","01:00","6,5","","6,3","","99","","30","","11","","","","100,18","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 02:00","2019","09","05","02:00","6,0","","5,9","","99","","30","","12","","","","100,23","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 03:00","2019","09","05","03:00","5,5","","5,4","","99","","30","","11","","","","100,29","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 04:00","2019","09","05","04:00","5,5","","5,4","","100","","31","","6","","","","100,32","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 05:00","2019","09","05","05:00","4,9","","4,9","","100","","31","","9","","","","100,39","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 06:00","2019","09","05","06:00","4,2","","4,2","","100","","32","","5","","","","100,44","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 07:00","2019","09","05","07:00","4,3","","4,3","","100","","32","","4","","","","100,51","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 08:00","2019","09","05","08:00","4,7","","4,7","","100","","25","","4","","","","100,56","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 09:00","2019","09","05","09:00","5,2","","5,1","","100","","26","","7","","","","100,60","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 10:00","2019","09","05","10:00","5,6","","5,5","","100","","25","","5","","","","100,66","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 11:00","2019","09","05","11:00","6,5","","6,5","","100","","23","","5","","","","100,68","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 12:00","2019","09","05","12:00","7,1","","7,0","","100","","27","","5","","","","100,73","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 13:00","2019","09","05","13:00","8,0","","8,0","","100","","24","","7","","","","100,78","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 14:00","2019","09","05","14:00","9,3","","8,7","","96","","22","","5","","","","100,79","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 15:00","2019","09","05","15:00","10,3","","8,8","","90","","26","","6","","","","100,82","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 16:00","2019","09","05","16:00","10,5","","8,8","","90","","27","","6","","","","100,85","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 17:00","2019","09","05","17:00","10,6","","9,2","","91","","25","","7","","","","100,86","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 18:00","2019","09","05","18:00","10,7","","9,3","","91","","25","","7","","","","100,86","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 19:00","2019","09","05","19:00","11,0","","9,6","","91","","25","","5","","","","100,86","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 20:00","2019","09","05","20:00","10,8","","9,8","","94","","29","","1","","","","100,86","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 21:00","2019","09","05","21:00","10,4","","9,9","","97","","15","","2","","","","100,87","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 22:00","2019","09","05","22:00","10,0","","9,7","","98","","10","","6","","","","100,87","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-05 23:00","2019","09","05","23:00","9,5","","9,2","","98","","8","","6","","","","100,89","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 00:00","2019","09","06","00:00","9,7","","9,5","","98","","10","","6","","","","100,91","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 01:00","2019","09","06","01:00","9,4","","9,1","","98","","9","","9","","","","100,90","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 02:00","2019","09","06","02:00","8,8","","8,5","","98","","9","","8","","","","100,91","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 03:00","2019","09","06","03:00","8,4","","8,2","","99","","8","","8","","","","100,91","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 04:00","2019","09","06","04:00","8,9","","8,7","","99","","11","","7","","","","100,89","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 05:00","2019","09","06","05:00","8,2","","8,0","","99","","9","","9","","","","100,88","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 06:00","2019","09","06","06:00","8,3","","8,2","","99","","10","","10","","","","100,87","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 07:00","2019","09","06","07:00","8,1","","7,8","","98","","11","","11","","","","100,88","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 08:00","2019","09","06","08:00","9,0","","8,2","","95","","13","","10","","","","100,88","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 09:00","2019","09","06","09:00","10,0","","8,7","","91","","13","","9","","","","100,87","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 10:00","2019","09","06","10:00","11,2","","9,4","","89","","15","","7","","","","100,86","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 11:00","2019","09","06","11:00","12,7","","9,6","","82","","16","","5","","","","100,86","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 12:00","2019","09","06","12:00","13,7","","9,5","","76","","20","","7","","","","100,86","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 13:00","2019","09","06","13:00","15,6","","9,1","","65","","18","","8","","","","100,84","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 14:00","2019","09","06","14:00","16,8","","8,2","","57","","19","","8","","","","100,81","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 15:00","2019","09","06","15:00","18,0","","7,7","","51","","18","","8","","","","100,78","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 16:00","2019","09","06","16:00","17,9","","5,5","","44","","18","","8","","","","100,75","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 17:00","2019","09","06","17:00","17,6","","7,0","","50","","23","","8","","","","100,72","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 18:00","2019","09","06","18:00","17,6","","5,5","","45","","20","","6","","","","100,70","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 19:00","2019","09","06","19:00","16,6","","6,4","","51","","25","","10","","","","100,69","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 20:00","2019","09","06","20:00","15,8","","4,9","","48","","20","","2","","","","100,67","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 21:00","2019","09","06","21:00","14,1","","5,3","","55","","14","","4","","","","100,65","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 22:00","2019","09","06","22:00","11,3","","4,4","","63","","11","","6","","","","100,63","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-06 23:00","2019","09","06","23:00","10,6","","3,9","","63","","12","","7","","","","100,63","","","","","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-09-07 00:00","2019","09","07","00:00","10,4","","4,7","","68","","12","","9","","","","100,61","","","","","","ND"
