"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 00:00","2019","06","01","00:00","2,0","","-0,4","","84","","6","","21","","","M","101,44","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 01:00","2019","06","01","01:00","1,2","","-0,5","","88","","7","","17","","","M","101,42","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 02:00","2019","06","01","02:00","0,9","","-0,7","","89","","7","","20","","","M","101,40","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 03:00","2019","06","01","03:00","0,5","","-1,0","","90","","8","","16","","","M","101,40","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 04:00","2019","06","01","04:00","1,0","","-0,6","","89","","8","","16","","","M","101,40","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 05:00","2019","06","01","05:00","1,4","","-0,7","","86","","7","","16","","","M","101,41","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 06:00","2019","06","01","06:00","2,3","","-0,4","","82","","7","","19","","","M","101,40","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 07:00","2019","06","01","07:00","3,7","","-0,3","","75","","7","","18","","","M","101,41","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 08:00","2019","06","01","08:00","4,5","","-0,2","","72","","6","","21","","","M","101,41","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 09:00","2019","06","01","09:00","5,8","","0,2","","67","","6","","19","","","M","101,40","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 10:00","2019","06","01","10:00","7,5","","0,1","","59","","6","","23","","","M","101,41","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 11:00","2019","06","01","11:00","8,9","","0,0","","53","","6","","23","","","M","101,38","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 12:00","2019","06","01","12:00","8,8","","0,0","","54","","6","","24","","","M","101,37","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 13:00","2019","06","01","13:00","8,8","","-0,1","","53","","6","","28","","","M","101,38","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 14:00","2019","06","01","14:00","8,2","","0,4","","58","","6","","28","","","M","101,40","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 15:00","2019","06","01","15:00","7,6","","1,9","","67","","5","","24","","","M","101,42","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 16:00","2019","06","01","16:00","7,2","","1,4","","66","","6","","25","","","M","101,44","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 17:00","2019","06","01","17:00","6,4","","-1,3","","58","","6","","30","","","M","101,46","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 18:00","2019","06","01","18:00","5,1","","0,1","","70","","5","","29","","","M","101,47","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 19:00","2019","06","01","19:00","3,6","","0,1","","78","","5","","31","","","M","101,49","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 20:00","2019","06","01","20:00","1,7","","-0,6","","85","","6","","31","","","M","101,52","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 21:00","2019","06","01","21:00","0,8","","-0,5","","91","","5","","27","","","M","101,54","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 22:00","2019","06","01","22:00","0,3","","-1,5","","88","","5","","30","","","M","101,54","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-01 23:00","2019","06","01","23:00","-0,2","","-1,5","","91","","5","","25","","","M","101,55","","","","-6","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-02 00:00","2019","06","02","00:00","-0,8","","-1,5","","95","","4","","31","","","M","101,55","","","","-8","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-02 01:00","2019","06","02","01:00","-0,7","","-1,2","","97","","5","","26","","","M","101,59","","","","-7","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-02 02:00","2019","06","02","02:00","-0,7","","-1,1","","97","","5","","23","","","M","101,60","","","","-7","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-02 03:00","2019","06","02","03:00","-0,5","","-0,8","","97","","5","","17","","","M","101,61","","","","-5","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-06-02 04:00","2019","06","02","04:00","-0,7","","-1,0","","98","","7","","18","","","M","101,63","","","","-6","","ND"
