"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 00:00","2019","09","01","00:00","5,0","","1,3","","77","","9","","17","","","M","101,57","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 01:00","2019","09","01","01:00","4,3","","1,0","","79","","7","","18","","","M","101,58","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 02:00","2019","09","01","02:00","4,4","","1,9","","84","","8","","17","","","M","101,57","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 03:00","2019","09","01","03:00","4,4","","2,2","","85","","8","","21","","","M","101,54","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 04:00","2019","09","01","04:00","4,5","","2,5","","87","","8","","21","","","M","101,53","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 05:00","2019","09","01","05:00","4,1","","2,8","","91","","10","","17","","","M","101,52","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 06:00","2019","09","01","06:00","3,7","","2,3","","90","","10","","17","","","M","101,52","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 07:00","2019","09","01","07:00","3,5","","2,4","","93","","8","","21","","","M","101,49","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 08:00","2019","09","01","08:00","3,4","","2,4","","93","","8","","24","","","M","101,46","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 09:00","2019","09","01","09:00","3,3","","2,2","","93","","9","","22","","","M","101,47","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 10:00","2019","09","01","10:00","3,3","","2,1","","92","","9","","24","","","M","101,43","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 11:00","2019","09","01","11:00","2,9","","2,1","","94","","10","","21","","","M","101,43","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 12:00","2019","09","01","12:00","4,0","","2,2","","88","","9","","22","","","M","101,42","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 13:00","2019","09","01","13:00","5,3","","2,8","","84","","10","","24","","","M","101,37","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 14:00","2019","09","01","14:00","7,1","","2,8","","74","","10","","26","","","M","101,32","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 15:00","2019","09","01","15:00","8,4","","3,0","","69","","9","","31","","","M","101,25","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 16:00","2019","09","01","16:00","8,2","","4,2","","76","","8","","28","","","M","101,22","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 17:00","2019","09","01","17:00","9,1","","3,3","","67","","9","","37","","","M","101,14","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 18:00","2019","09","01","18:00","10,0","","3,4","","64","","8","","31","","","M","101,10","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 19:00","2019","09","01","19:00","10,0","","3,7","","65","","8","","37","","","M","101,04","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 20:00","2019","09","01","20:00","9,8","","4,0","","67","","8","","31","","","M","100,98","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 21:00","2019","09","01","21:00","10,2","","1,5","","55","","10","","35","","","M","100,90","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 22:00","2019","09","01","22:00","9,1","","3,5","","68","","9","","28","","","M","100,88","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-01 23:00","2019","09","01","23:00","7,5","","3,4","","75","","9","","28","","","M","100,85","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 00:00","2019","09","02","00:00","6,2","","3,9","","85","","9","","24","","","M","100,82","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 01:00","2019","09","02","01:00","5,2","","3,6","","89","","9","","24","","","M","100,77","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 02:00","2019","09","02","02:00","4,5","","3,1","","91","","10","","24","","","M","100,74","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 03:00","2019","09","02","03:00","2,8","","2,0","","94","","12","","18","","","M","100,72","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 04:00","2019","09","02","04:00","1,8","","0,7","","93","","11","","22","","","M","100,68","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 05:00","2019","09","02","05:00","1,7","","1,2","","96","","10","","26","","","M","100,63","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 06:00","2019","09","02","06:00","1,4","","0,8","","96","","10","","30","","","M","100,57","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 07:00","2019","09","02","07:00","0,6","","0,0","","96","","10","","22","","","M","100,53","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 08:00","2019","09","02","08:00","0,9","","0,5","","97","","10","","24","","","M","100,48","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 09:00","2019","09","02","09:00","0,8","","0,4","","97","","9","","21","","","M","100,45","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 10:00","2019","09","02","10:00","2,0","","1,5","","96","","11","","31","","","M","100,39","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 11:00","2019","09","02","11:00","3,2","","2,0","","92","","10","","30","","","M","100,34","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 12:00","2019","09","02","12:00","4,7","","2,4","","85","","11","","28","","","M","100,30","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 13:00","2019","09","02","13:00","6,4","","2,9","","78","","11","","39","","","M","100,24","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 14:00","2019","09","02","14:00","8,1","","3,7","","74","","11","","37","","","M","100,18","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 15:00","2019","09","02","15:00","9,1","","4,1","","71","","11","","37","","","M","100,15","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 16:00","2019","09","02","16:00","10,5","","3,8","","63","","11","","43","","","M","100,10","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 17:00","2019","09","02","17:00","10,7","","3,5","","61","","10","","41","","","M","100,03","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 18:00","2019","09","02","18:00","10,9","","3,0","","58","","10","","43","","","M","99,99","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 19:00","2019","09","02","19:00","11,3","","2,7","","55","","10","","43","","","M","99,94","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 20:00","2019","09","02","20:00","11,3","","2,7","","55","","10","","39","","","M","99,89","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 21:00","2019","09","02","21:00","11,1","","3,1","","58","","11","","35","","","M","99,87","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 22:00","2019","09","02","22:00","10,0","","3,7","","65","","11","","30","","","M","99,85","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-02 23:00","2019","09","02","23:00","8,4","","3,7","","72","","11","","31","","","M","99,79","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 00:00","2019","09","03","00:00","7,2","","3,2","","76","","11","","30","","","M","99,76","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 01:00","2019","09","03","01:00","6,2","","2,9","","79","","12","","28","","","M","99,78","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 02:00","2019","09","03","02:00","6,0","","2,8","","80","","13","","21","","","M","99,81","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 03:00","2019","09","03","03:00","4,1","","1,9","","86","","11","","17","","","M","99,83","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 04:00","2019","09","03","04:00","3,6","","2,5","","93","","14","","13","","","M","99,83","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 05:00","2019","09","03","05:00","6,0","","3,5","","84","","15","","18","","","M","99,83","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 06:00","2019","09","03","06:00","5,2","","2,9","","85","","14","","15","","","M","99,82","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 07:00","2019","09","03","07:00","3,6","","2,3","","91","","15","","17","","","M","99,82","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 08:00","2019","09","03","08:00","4,4","","2,7","","89","","16","","17","","","M","99,83","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 09:00","2019","09","03","09:00","4,0","","2,5","","89","","12","","15","","","M","99,83","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 10:00","2019","09","03","10:00","4,4","","3,1","","92","","12","","18","","","M","99,83","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 11:00","2019","09","03","11:00","4,9","","3,3","","90","","11","","17","","","M","99,85","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 12:00","2019","09","03","12:00","8,2","","5,6","","84","","12","","13","","","M","99,87","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 13:00","2019","09","03","13:00","9,0","","5,9","","81","","11","","21","","","M","99,90","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 14:00","2019","09","03","14:00","13,5","","7,1","","66","","18","","21","","","M","99,92","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 15:00","2019","09","03","15:00","15,6","","7,4","","58","","19","","24","","","M","99,93","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 16:00","2019","09","03","16:00","15,7","","6,8","","56","","19","","15","","","M","99,94","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 17:00","2019","09","03","17:00","15,3","","7,3","","59","","20","","17","","","M","99,96","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-09-03 18:00","2019","09","03","18:00","15,3","","7,8","","61","","19","","18","","","M","99,99","","","","","","ND"
