"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-04-01 00:00","2019","04","01","00:00","-4,6","","-6,0","","89","","31","","13","","","M","102,63","","","","-10","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-04-01 01:00","2019","04","01","01:00","-4,6","","-7,2","","82","","31","","15","","","M","102,65","","","","-10","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-04-01 02:00","2019","04","01","02:00","-5,2","","-7,9","","81","","31","","9","","","M","102,69","","","","-9","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-04-01 03:00","2019","04","01","03:00","-5,4","","-7,9","","83","","29","","13","","","M","102,73","","","","-11","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-04-01 04:00","2019","04","01","04:00","-5,5","","-7,4","","86","","28","","8","","","M","102,75","","","","-9","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-04-01 05:00","2019","04","01","05:00","-5,7","","-7,5","","87","","28","","15","","","M","102,75","","","","-11","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-04-01 06:00","2019","04","01","06:00","-6,1","","-7,5","","90","","31","","21","","","M","102,72","","","","-13","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-04-01 07:00","2019","04","01","07:00","-6,4","","-7,3","","93","","26","","17","","","M","102,74","","","","-13","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-04-01 08:00","2019","04","01","08:00","-6,6","","-7,7","","92","","29","","18","","","M","102,72","","","","-13","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-04-01 09:00","2019","04","01","09:00","-7,1","","-8,2","","91","","29","","18","","","M","102,74","","","","-14","","ND"
