"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 00:00","2019","08","01","00:00","15,3","","10,1","","71","","17","","19","","","M","100,24","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 01:00","2019","08","01","01:00","14,8","","10,4","","74","","18","","19","","","M","100,21","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 02:00","2019","08","01","02:00","14,8","","10,2","","74","","18","","22","","","M","100,17","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 03:00","2019","08","01","03:00","14,7","","10,2","","74","","18","","23","","","M","100,15","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 04:00","2019","08","01","04:00","14,6","","10,1","","74","","18","","22","","","M","100,12","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 05:00","2019","08","01","05:00","15,2","","9,9","","70","","18","","23","","","M","100,09","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 06:00","2019","08","01","06:00","15,7","","10,2","","69","","19","","25","","","M","100,07","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 07:00","2019","08","01","07:00","15,8","","10,3","","69","","19","","24","","","M","100,07","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 08:00","2019","08","01","08:00","15,9","","10,5","","70","","20","","23","","","M","100,08","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 09:00","2019","08","01","09:00","18,9","","10,7","","59","","22","","31","","","M","100,10","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 10:00","2019","08","01","10:00","19,0","","10,8","","58","","24","","31","","","M","100,14","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 11:00","2019","08","01","11:00","16,5","","11,7","","73","","26","","41","","","M","100,23","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 12:00","2019","08","01","12:00","14,6","","11,2","","80","","26","","41","","","M","100,33","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 13:00","2019","08","01","13:00","12,8","","10,4","","85","","27","","39","","","M","100,41","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 14:00","2019","08","01","14:00","11,8","","8,5","","80","","28","","37","","","M","100,58","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 15:00","2019","08","01","15:00","11,3","","8,3","","81","","30","","32","","","M","100,67","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 16:00","2019","08","01","16:00","12,1","","8,3","","78","","31","","22","","","M","100,70","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 17:00","2019","08","01","17:00","11,1","","7,7","","79","","28","","14","","","M","100,81","","","","","","ND"
"-133,03","69,43","TUKTOYAKTUK A","2203911","2019-08-01 18:00","2019","08","01","18:00","10,8","","7,6","","81","","31","","19","","","M","100,87","","","","","","ND"
