"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 00:00","2019","04","01","00:00","-5,5","","-7,9","","83","","31","","11","","","","101,95","","","","-10","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 01:00","2019","04","01","01:00","-5,7","","-8,3","","82","","31","","12","","","","101,99","","","","-11","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 02:00","2019","04","01","02:00","-6,1","","-8,9","","81","","30","","11","","","","102,00","","","","-11","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 03:00","2019","04","01","03:00","-6,6","","-9,0","","83","","30","","9","","","","102,01","","","","-11","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 04:00","2019","04","01","04:00","-6,8","","-9,6","","81","","29","","11","","","","102,01","","","","-12","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 05:00","2019","04","01","05:00","-7,3","","-9,6","","84","","29","","12","","","","101,98","","","","-13","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 06:00","2019","04","01","06:00","-8,0","","-10,5","","82","","27","","10","","","","102,03","","","","-13","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 07:00","2019","04","01","07:00","-7,9","","-10,0","","85","","27","","10","","","","102,04","","","","-13","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 08:00","2019","04","01","08:00","-8,8","","-11,4","","81","","31","","16","","","","102,05","","","","-16","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 09:00","2019","04","01","09:00","-8,8","","-11,9","","78","","31","","14","","","","102,07","","","","-15","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 10:00","2019","04","01","10:00","-8,6","","-12,5","","73","","30","","13","","","","102,05","","","","-15","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 11:00","2019","04","01","11:00","-8,3","","-12,9","","69","","29","","16","","","","102,06","","","","-15","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 12:00","2019","04","01","12:00","-7,5","","-12,8","","66","","29","","14","","","","102,04","","","","-13","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 13:00","2019","04","01","13:00","-6,9","","-12,4","","65","","30","","15","","","","102,04","","","","-13","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 14:00","2019","04","01","14:00","-6,4","","-12,3","","63","","30","","16","","","","102,04","","","","-13","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 15:00","2019","04","01","15:00","-5,8","","-11,7","","63","","30","","15","","","","102,02","","","","-12","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 16:00","2019","04","01","16:00","-6,0","","-11,9","","63","","29","","20","","","","102,02","","","","-13","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 17:00","2019","04","01","17:00","-5,7","","-11,7","","63","","31","","15","","","","102,01","","","","-11","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 18:00","2019","04","01","18:00","-6,7","","-11,9","","67","","31","","18","","","","101,99","","","","-13","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 19:00","2019","04","01","19:00","-7,7","","-11,7","","73","","31","","19","","","","101,97","","","","-15","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 20:00","2019","04","01","20:00","-8,7","","-10,9","","84","","31","","17","","","","101,95","","","","-16","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 21:00","2019","04","01","21:00","-10,5","","-13,1","","81","","33","","16","","","","101,95","","","","-18","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 22:00","2019","04","01","22:00","-13,8","","-15,8","","85","","34","","11","","","","101,97","","","","-20","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-01 23:00","2019","04","01","23:00","-15,3","","-17,1","","86","","33","","10","","","","101,98","","","","-22","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-02 00:00","2019","04","02","00:00","-16,2","","-18,3","","84","","34","","13","","","","102,04","","","","-24","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-02 01:00","2019","04","02","01:00","-16,4","","-18,6","","83","","33","","15","","","","102,08","","","","-25","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-02 02:00","2019","04","02","02:00","-16,5","","-18,8","","82","","31","","13","","","","102,14","","","","-24","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-02 03:00","2019","04","02","03:00","-16,5","","-18,9","","81","","32","","17","","","","102,18","","","","-25","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-02 04:00","2019","04","02","04:00","-16,6","","-18,8","","84","","30","","11","","","","102,21","","","","-24","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-02 05:00","2019","04","02","05:00","-16,1","","-18,1","","84","","31","","12","","","","102,23","","","","-23","","ND"
"-133,52","68,32","INUVIK CLIMATE","2202578","2019-04-02 06:00","2019","04","02","06:00","-16,1","","-18,7","","81","","32","","17","","","","102,23","","","","-25","","ND"
