"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 00:00","2019","07","01","00:00","12,7","","4,0","","55","","11","","31","","","M","101,25","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 01:00","2019","07","01","01:00","12,2","","5,4","","63","","11","","31","","","M","101,18","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 02:00","2019","07","01","02:00","11,9","","6,9","","71","","11","","30","","","M","101,12","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 03:00","2019","07","01","03:00","11,3","","6,9","","74","","11","","24","","","M","101,06","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 04:00","2019","07","01","04:00","10,7","","6,9","","77","","12","","18","","","M","101,03","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 05:00","2019","07","01","05:00","10,9","","7,2","","78","","11","","28","","","M","100,93","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 06:00","2019","07","01","06:00","11,2","","7,7","","79","","11","","18","","","M","100,94","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 07:00","2019","07","01","07:00","11,3","","8,3","","81","","10","","13","","","M","100,90","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 08:00","2019","07","01","08:00","13,5","","11,6","","89","","16","","9","","","M","100,92","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 09:00","2019","07","01","09:00","14,6","","13,2","","92","","24","","15","","","M","100,93","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 10:00","2019","07","01","10:00","14,4","","13,5","","94","","27","","11","","","M","100,99","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 11:00","2019","07","01","11:00","13,9","","12,5","","92","","32","","18","","","M","101,06","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 12:00","2019","07","01","12:00","11,6","","9,8","","89","","34","","15","","","M","101,12","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 13:00","2019","07","01","13:00","10,8","","9,8","","93","","1","","11","","","M","101,14","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 14:00","2019","07","01","14:00","11,3","","10,2","","93","","17","","5","","","M","101,20","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-07-01 15:00","2019","07","01","15:00","12,3","","10,7","","90","","36","","4","","","M","101,21","","","","","","ND"
