"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 00:00","2019","06","01","00:00","3,4","","1,7","","88","","5","","24","","","M","100,68","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 01:00","2019","06","01","01:00","3,3","","1,6","","88","","5","","26","","","M","100,67","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 02:00","2019","06","01","02:00","2,6","","1,1","","90","","5","","18","","","M","100,69","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 03:00","2019","06","01","03:00","1,1","","0,2","","93","","35","","9","","","M","100,71","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 04:00","2019","06","01","04:00","-0,3","","-0,7","","97","","32","","18","","","M","100,72","","","","-5","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 05:00","2019","06","01","05:00","-1,1","","-1,4","","98","","32","","13","","","M","100,73","","","","-5","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 06:00","2019","06","01","06:00","-1,5","","-1,8","","98","","32","","11","","","M","100,76","","","","-5","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 07:00","2019","06","01","07:00","-1,2","","-1,5","","98","","32","","11","","","M","100,78","","","","-5","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 08:00","2019","06","01","08:00","-0,8","","-1,0","","98","","32","","11","","","M","100,78","","","","-5","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 09:00","2019","06","01","09:00","-1,0","","-1,2","","99","","30","","11","","","M","100,77","","","","-5","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 10:00","2019","06","01","10:00","-1,1","","-1,4","","98","","28","","11","","","M","100,76","","","","-5","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 11:00","2019","06","01","11:00","-0,6","","-0,9","","98","","30","","15","","","M","100,76","","","","-5","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 12:00","2019","06","01","12:00","0,2","","-0,1","","98","","31","","11","","","M","100,76","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 13:00","2019","06","01","13:00","1,2","","0,1","","93","","34","","11","","","M","100,77","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 14:00","2019","06","01","14:00","2,4","","0,0","","84","","31","","13","","","M","100,78","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 15:00","2019","06","01","15:00","4,9","","1,0","","76","","33","","11","","","M","100,77","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 16:00","2019","06","01","16:00","3,7","","0,5","","79","","34","","17","","","M","100,78","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 17:00","2019","06","01","17:00","3,6","","0,8","","82","","34","","17","","","M","100,79","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 18:00","2019","06","01","18:00","5,4","","1,7","","77","","35","","13","","","M","100,80","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 19:00","2019","06","01","19:00","4,9","","1,2","","77","","1","","15","","","M","100,84","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 20:00","2019","06","01","20:00","4,0","","1,1","","82","","2","","15","","","M","100,84","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 21:00","2019","06","01","21:00","2,6","","0,8","","88","","3","","17","","","M","100,87","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 22:00","2019","06","01","22:00","1,4","","0,5","","94","","3","","21","","","M","100,91","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-01 23:00","2019","06","01","23:00","1,4","","0,2","","92","","3","","18","","","M","100,93","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 00:00","2019","06","02","00:00","0,4","","-0,3","","95","","3","","26","","","M","100,94","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 01:00","2019","06","02","01:00","-0,6","","-0,9","","97","","3","","26","","","M","101,00","","","","-7","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 02:00","2019","06","02","02:00","-0,6","","-0,8","","98","","5","","17","","","M","101,05","","","","-6","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 03:00","2019","06","02","03:00","-0,8","","-1,0","","98","","3","","15","","","M","101,10","","","","-5","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 04:00","2019","06","02","04:00","-0,7","","-1,0","","98","","3","","8","","","M","101,12","","","","-4","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 05:00","2019","06","02","05:00","-0,8","","-1,1","","98","","36","","5","","","M","101,15","","","","-2","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 06:00","2019","06","02","06:00","-1,3","","-1,6","","98","","36","","13","","","M","101,18","","","","-6","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 07:00","2019","06","02","07:00","-1,4","","-1,7","","98","","36","","11","","","M","101,20","","","","-5","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 08:00","2019","06","02","08:00","-1,2","","-1,6","","97","","35","","8","","","M","101,22","","","","-4","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 09:00","2019","06","02","09:00","-0,8","","-1,7","","94","","32","","9","","","M","101,22","","","","-4","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 10:00","2019","06","02","10:00","-0,4","","-1,5","","92","","33","","11","","","M","101,22","","","","-4","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 11:00","2019","06","02","11:00","0,2","","-1,8","","86","","34","","8","","","M","101,23","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 12:00","2019","06","02","12:00","0,9","","-1,8","","82","","34","","13","","","M","101,25","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 13:00","2019","06","02","13:00","2,2","","-1,6","","76","","34","","9","","","M","101,27","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 14:00","2019","06","02","14:00","2,1","","-1,0","","80","","32","","13","","","M","101,27","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 15:00","2019","06","02","15:00","2,4","","-0,8","","80","","32","","15","","","M","101,28","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 16:00","2019","06","02","16:00","2,6","","-0,7","","79","","33","","13","","","M","101,30","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 17:00","2019","06","02","17:00","2,1","","-0,2","","85","","34","","13","","","M","101,30","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 18:00","2019","06","02","18:00","2,2","","-0,5","","82","","36","","13","","","M","101,32","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 19:00","2019","06","02","19:00","1,5","","-0,8","","85","","1","","13","","","M","101,32","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 20:00","2019","06","02","20:00","1,2","","-0,5","","88","","1","","9","","","M","101,31","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 21:00","2019","06","02","21:00","0,5","","-0,5","","93","","1","","9","","","M","101,31","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 22:00","2019","06","02","22:00","0,8","","0,1","","95","","1","","8","","","M","101,30","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-02 23:00","2019","06","02","23:00","0,2","","-0,4","","95","","34","","9","","","M","101,29","","","","","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-03 00:00","2019","06","03","00:00","-0,4","","-0,9","","96","","35","","5","","","M","101,29","","","","-2","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-03 01:00","2019","06","03","01:00","-0,6","","-1,0","","97","","33","","11","","","M","101,30","","","","-4","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-03 02:00","2019","06","03","02:00","-1,0","","-1,3","","98","","33","","8","","","M","101,31","","","","-4","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-03 03:00","2019","06","03","03:00","-1,2","","-1,5","","98","","33","","8","","","M","101,32","","","","-4","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-03 04:00","2019","06","03","04:00","-1,2","","-1,5","","98","","29","","11","","","M","101,32","","","","-5","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-03 05:00","2019","06","03","05:00","-0,9","","-1,1","","98","","30","","11","","","M","101,33","","","","-5","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-03 06:00","2019","06","03","06:00","-0,7","","-0,9","","99","","29","","9","","","M","101,32","","","","-4","","ND"
"-137,22","68,95","SHINGLE POINT A","2100950","2019-06-03 07:00","2019","06","03","07:00","-0,6","","-0,8","","99","","30","","5","","","M","101,33","","","","-2","","ND"
